date,visit,farm,order,cow_id,quarter,path_1,path1_imi,path_2,path2_imi,path_3,path3_imi,path_4,path4_imi,quarter_code,isolate_1,Pathogen_group,NAS_species,path_1_maldi_final_id,fix_1,isolate_2,path_2_maldi_final_id,fix_2,isolate_3,path_3_maldi_final_id,fix_3,isolate_4,path_4_maldi_final_id,fix_4,clinical,blind,teatinj,pstmilking,mixed_inf_series,dup_not_collected,imi_series,hygiene_scorer_1,hygiene_1,hygiene_scorer_2,hygiene_2,cc_1,cc_2,cc_3,scc,scc_div_100k,ls,contam,contam_comment
2.19.2020,second,glennview,3,173,RH,cns,yes1,,,,,,,1,gv051,CNS,NAS (not yet ID'd),,,,,,,,,,NA,NA,,,,,no,,yes,m,2,c,2,NA,NA,NA,67000,0.67,2.422233001,,
2.19.2020,second,glennview,14,27,RH,cns,yes2,,,,,,,2,gv069,CNS,NAS (not yet ID'd),,,,,,,,,,NA,NA,,,,,,,yes,m,3,c,2,NA,NA,NA,67000,0.67,2.422233001,,
2.12.2020,second,vontrapp,21,flavia,RH,cns,yes2,,,,,,,2,vt052,CNS,NAS (not yet ID'd),,,,,,,,,,NA,NA,,,,,no,,yes,j,1,c,3,NA,NA,NA,67000,0.67,2.422233001,,
3.10.2020,third,vontrapp,5,gloria,LF,cns,yes2,,,,,,,2,vt068,CNS,NAS (not yet ID'd),,,,,,,,,,NA,NA,,,,,no,,yes,j,3,c,4,NA,NA,NA,67000,0.67,2.422233001,,
3.10.2020,third,vontrapp,5,gloria,RF,cns,yes2,,,,,,,2,vt071,CNS,NAS (not yet ID'd),,,,,,,,,,NA,NA,,,,,no,,yes,j,3,c,4,NA,NA,NA,67000,0.67,2.422233001,,
2.4.2020,second,butterworks,1,masala,RF,cns,yes1,,,,,,,1,bw071,CNS,NAS (not yet ID'd),,,,,,,,,,NA,NA,,,,,no,,yes,t,2,c,1,NA,NA,NA,67000,0.67,2.422233001,,
1.10.2020,second,stonypond,23,chelsea,LH,cns,yes1,cns,no5,,,,,1,sp050,CNS,NAS (not yet ID'd),,,sp051,,,,,,,NA,NA,,,,,no,,yes,j,2,NA,NA,NA,NA,NA,68000,0.68,2.443606651,,
12.19.2019,first,lynd,18,ladyfinger,RH,cns,yes2,,,,,,,2,lf024,CNS,NAS (not yet ID'd),,,,,,,,,,NA,NA,,,,,no,,yes,NA,NA,NA,NA,NA,NA,NA,68000,0.68,2.443606651,,
2.12.2020,second,vontrapp,5,gloria,RF,cns,yes2,cns,other18,,,,,2,vt039,CNS,NAS (not yet ID'd),,,vt040,,,,,,,NA,NA,,,,,tbd,,yes,j,2,c,2,NA,NA,NA,69000,0.69,2.464668267,,
3.10.2020,third,vontrapp,24,irene,LF,cns,yes2,,,,,,,2,vt092,CNS,NAS (not yet ID'd),,,,,,,,,,NA,NA,,,,,no,,yes,j,1,c,2,NA,NA,NA,69000,0.69,2.464668267,,
1.17.2020,first,paddlebridge,19,farrent31,LH,cns,yes2,,,,,,,2,pb013,CNS,NAS (not yet ID'd),,,,,,,,,,NA,NA,,,,,no,,yes,j,1,c,1,NA,NA,NA,70000,0.7,2.485426827,,
1.30.2020,second,lynd,30,licorice,RH,cns,yes2,,,,,,,2,lf081,CNS,NAS (not yet ID'd),,,,,,,,,,NA,NA,,,,,no,,yes,NA,NA,NA,NA,NA,NA,NA,70000,0.7,2.485426827,,
12.19.2019,first,lynd,4,ambrosia,LH,cns,yes2,,,,,,,2,lf005,CNS,NAS (not yet ID'd),,,,,,,,,,NA,NA,,,,,no,,yes,NA,NA,NA,NA,NA,NA,NA,71000,0.71,2.50589093,,
1.3.2020,first,oughtabe,22,mschar,LH,cns,yes2,,,,,,,2,ob030,CNS,NAS (not yet ID'd),,,,,,,,,,NA,NA,,,,,no,,yes,j,1,c,1,NA,NA,NA,71000,0.71,2.50589093,,
1.14.2020,first,glennview,18,27,RH,cns,yes2,,,,,,,2,gv030,CNS,NAS (not yet ID'd),,,,,,,,,,NA,NA,,,,,no,,yes,j,2,c,2,NA,NA,NA,72000,0.72,2.526068812,,
3.20.2020,third,paddlebridge,14,kyra35,RH,cns,yes2,,,,,,,2,pb070,CNS,NAS (not yet ID'd),,,,,,,,,,NA,NA,,,,,no,,yes,j,1,c,2,NA,NA,NA,72000,0.72,2.526068812,,
2.12.2020,second,vontrapp,24,ardetta,RF,cns,yes2,,,,,,,2,vt054,CNS,NAS (not yet ID'd),,,,,,,,,,NA,NA,,,,,no,,yes,j,2,c,3,NA,NA,NA,72000,0.72,2.526068812,,
2.4.2020,second,butterworks,11,rhubarb,RF,cns,yes2,,,,,,,2,bw080,CNS,NAS (not yet ID'd),,,,,,,,,,NA,NA,,,,,no,,yes,t,3,c,2,NA,NA,NA,72000,0.72,2.526068812,,
1.17.2020,first,paddlebridge,32,farrah363,LF,cns,yes2,,,,,,,2,pb026,CNS,NAS (not yet ID'd),,,,,,,,,,NA,NA,,,,,no,,yes,j,1,c,1,NA,NA,NA,73000,0.73,2.545968369,,
1.2.2020,first,butterworks,13,rhubarb,RF,cns,yes2,,,,,,,2,bw014,CNS,NAS (not yet ID'd),,,,,,,,,,NA,NA,,,,,no,,yes,j,1,c,1,NA,NA,NA,73000,0.73,2.545968369,,
1.22.2020,second,swallowdale,19,dorian,LH,cns,yes2,,,,,,,2,sw075,CNS,NAS (not yet ID'd),,,,,,,,,,NA,NA,,,,,no,,yes,j,2,NA,NA,NA,NA,NA,74000,0.74,2.565597176,,
1.2.2020,first,butterworks,27,crescent,LF,cns,yes2,,,,,,,2,bw049,CNS,NAS (not yet ID'd),,,,,,,,,,NA,NA,,,,,no,,yes,j,2,c,2,NA,NA,NA,74000,0.74,2.565597176,,
12.11.2019,first,choiniere,19,23,RF,cns,yes2,,,,,,,2,cf039,CNS,NAS (not yet ID'd),,,,,,,,,,NA,NA,,,,,no,,yes,j,2,c,1,NA,NA,NA,76000,0.76,2.604071324,,
12.13.2019,first,swallowdale,21,pasta,LF,cns,yes2,,,,,,,2,sw039,CNS,NAS (not yet ID'd),,,,,,,,,,NA,NA,,,,,no,,yes,NA,NA,NA,NA,NA,NA,NA,78000,0.78,2.641546029,,
3.10.2020,third,vontrapp,16,tallula,RF,cns,yes2,,,,,,,2,vt082,CNS,NAS (not yet ID'd),,,,,,,,,,NA,NA,,,,,no,,yes,j,4,c,4,NA,NA,NA,78000,0.78,2.641546029,,
3.10.2020,third,vontrapp,35,lucha,RF,cns,yes2,,,,,,,2,vt100,CNS,NAS (not yet ID'd),,,,,,,,,,NA,NA,,,,,no,,yes,j,1,c,1,NA,NA,NA,78000,0.78,2.641546029,,
1.2.2020,first,butterworks,22,avocado,RH,cns,yes2,,,,,,,2,bw039,CNS,NAS (not yet ID'd),,,,,,,,,,NA,NA,,,,,no,,yes,j,1,c,1,NA,NA,NA,78000,0.78,2.641546029,,
2.14.2020,second,oughtabe,29,honey,LH,cns,yes1,,,,,,,1,ob095,CNS,NAS (not yet ID'd),,,,,,,,,,NA,NA,,,,,no,,yes,t,3,c,3,NA,NA,NA,78000,0.78,2.641546029,,
12.12.2019,first,stonypond,18,octavia,RH,cns,yes2,,,,,,,2,sp021,CNS,NAS (not yet ID'd),,,,,,,,,,NA,NA,,,,,no,,yes,j,3,NA,NA,NA,NA,NA,79000,0.79,2.659924558,,
2.21.2020,second,paddlebridge,10,kyra35,RH,cns,yes2,,,,,,,2,pb032,CNS,NAS (not yet ID'd),,,,,,,,,,NA,NA,,,,,no,,yes,m,4,c,4,NA,NA,NA,79000,0.79,2.659924558,,
2.12.2020,second,vontrapp,5,gloria,LF,cns,yes2,cns,other18,,,,,2,vt037,CNS,NAS (not yet ID'd),,,vt038,,,,,,,NA,NA,,,,,tbd,,yes,j,2,c,2,NA,NA,NA,80000,0.8,2.678071905,,
1.14.2020,first,glennview,6,165,RH,cns,yes2,,,,,,,2,gv010,CNS,NAS (not yet ID'd),,,,,,,,,,NA,NA,,,,,no,,yes,j,1,c,1,NA,NA,NA,80000,0.8,2.678071905,,
1.17.2020,first,paddlebridge,25,guana362,LH,cns,yes2,,,,,,,2,pb017,CNS,NAS (not yet ID'd),,,,,,,,,,NA,NA,,,,,no,,yes,j,1,c,1,NA,NA,NA,80000,0.8,2.678071905,,
3.10.2020,third,vontrapp,26,lilac,RH,cns,yes2,,,,,,,2,vt096,CNS,NAS (not yet ID'd),,,,,,,,,,NA,NA,,,,,no,,yes,j,3,c,4,NA,NA,NA,80000,0.8,2.678071905,,
3.16.2020,fourth,choiniere,3,49,RH,cns,yes2,,,,,,,2,cf190,CNS,NAS (not yet ID'd),,,,,,,,,,NA,NA,,,,,no,,yes,j,2,c,2,NA,NA,NA,80000,0.8,2.678071905,,
2.21.2020,second,paddlebridge,24,sapphire338,RH,cns,yes2,,,,,,,2,pb047,CNS,NAS (not yet ID'd),,,,,,,,,,NA,NA,,,,,no,,yes,m,2,c,3,NA,NA,NA,81000,0.81,2.695993813,,
1.6.2020,first,vontrapp,11,esme,LF,cns,yes2,,,,,,,2,vt012,CNS,NAS (not yet ID'd),,,,,,,,,,NA,NA,,,,,no,,yes,j,1,c,1,NA,NA,NA,82000,0.82,2.713695815,,
1.22.2020,second,swallowdale,20,pasta,LF,cns,yes2,,,,,,,2,sw076,CNS,NAS (not yet ID'd),,,,,,,,,,NA,NA,,,,,no,,yes,j,1,NA,NA,NA,NA,NA,83000,0.83,2.731183242,,
3.10.2020,third,vontrapp,12,esme,LF,cns,yes2,,,,,,,2,vt077,CNS,NAS (not yet ID'd),,,,,,,,,,NA,NA,,,,,no,,yes,j,1,c,1,NA,NA,NA,83000,0.83,2.731183242,,
1.2.2020,first,butterworks,26,petunia,LH,cns,yes2,,,,,,,2,bw046,CNS,NAS (not yet ID'd),,,,,,,,,,NA,NA,,,,,no,,yes,j,3,c,3,NA,NA,NA,83000,0.83,2.731183242,,
3.16.2020,fourth,choiniere,10,40,RH,cns,yes2,,,,,,,2,cf204,CNS,NAS (not yet ID'd),,,,,,,,,,NA,NA,,,,,no,,yes,j,1,c,3,NA,NA,NA,83000,0.83,2.731183242,,
1.14.2020,first,glennview,29,207,LH,cns,yes2,,,,,,,2,gv042,CNS,NAS (not yet ID'd),,,,,,,,,,NA,NA,,,,,no,,yes,j,1,c,1,NA,NA,NA,84000,0.84,2.748461233,,
12.19.2019,first,lynd,16,luxurytax,LF,cns,yes2,,,,,,,2,lf022,CNS,NAS (not yet ID'd),,,,,,,,,,NA,NA,,,,,no,,yes,NA,NA,NA,NA,NA,NA,NA,84000,0.84,2.748461233,,
2.12.2020,second,vontrapp,8,esme,LH,cns,yes2,,,,,,,2,vt042,CNS,NAS (not yet ID'd),,,,,,,,,,NA,NA,,,,,no,,yes,j,1,c,1,NA,NA,NA,84000,0.84,2.748461233,,
1.6.2020,first,vontrapp,2,gloria,LF,cns,yes2,cns,other18,,,,,2,vt001,CNS,NAS (not yet ID'd),,,vt002,,,,,,,NA,NA,,,,,tbd,,yes,j,2,c,3,NA,NA,NA,85000,0.85,2.765534746,,
3.20.2020,third,paddlebridge,15,farrent31,LH,cns,yes2,,,,,,,2,pb071,CNS,NAS (not yet ID'd),,,,,,,,,,NA,NA,,,,,no,,yes,j,1,c,1,NA,NA,NA,85000,0.85,2.765534746,,
2.17.2020,third,choiniere,4,69,LH,cns,yes2,,,,,,,2,cf137,CNS,NAS (not yet ID'd),,,,,,,,,,NA,NA,,,,,no,,yes,j,3,NA,NA,NA,NA,NA,85000,0.85,2.765534746,,
12.13.2019,first,swallowdale,24,flossy,LH,cns,yes2,,,,,,,2,sw040,CNS,NAS (not yet ID'd),,,,,,,,,,NA,NA,,,,,no,,yes,NA,NA,NA,NA,NA,NA,NA,86000,0.86,2.782408565,,
1.6.2020,first,vontrapp,20,flavia,LF,cns,yes2,,,,,,,2,vt019,CNS,NAS (not yet ID'd),,,,,,,,,,NA,NA,,,,,no,,yes,j,4,c,3,NA,NA,NA,86000,0.86,2.782408565,,
2.12.2020,second,vontrapp,25,lilac,LF,cns,yes2,,,,,,,2,vt055,CNS,NAS (not yet ID'd),,,,,,,,,,NA,NA,,,,,no,,yes,j,3,c,2,NA,NA,NA,86000,0.86,2.782408565,,
2.4.2020,second,butterworks,7,pearl,RF,cns,yes2,,,,,,,2,bw078,CNS,NAS (not yet ID'd),,,,,,,,,,NA,NA,,,,,no,,yes,t,4,c,3,NA,NA,NA,86000,0.86,2.782408565,,
12.13.2019,first,swallowdale,1,pledge,LF,cns,yes2,,,,,,,2,sw002,CNS,NAS (not yet ID'd),,,,,,,,,,NA,NA,,,,,no,,yes,NA,NA,NA,NA,NA,NA,NA,87000,0.87,2.799087306,,
2.28.2020,third,swallowdale,22,denise,RH,cns,yes2,,,,,,,2,sw120,CNS,NAS (not yet ID'd),,,,,,,,,,NA,NA,,,,,no,,yes,NA,NA,NA,NA,NA,NA,NA,87000,0.87,2.799087306,,
12.11.2019,first,choiniere,26,56,LF,cns,yes2,,,,,,,2,cf047,CNS,NAS (not yet ID'd),,,,,,,,,,NA,NA,,,,,no,,yes,j,2,c,3,NA,NA,NA,87000,0.87,2.799087306,,
12.19.2019,first,lynd,15,amarillo,RF,cns,yes2,,,,,,,2,lf021,CNS,NAS (not yet ID'd),,,,,,,,,,NA,NA,,,,,no,,yes,NA,NA,NA,NA,NA,NA,NA,88000,0.88,2.815575429,,
1.22.2020,second,swallowdale,7,paige,RH,cns,yes2,,,,,,,2,sw064,CNS,NAS (not yet ID'd),,,,,,,,,,NA,NA,,,,,no,,yes,j,2,NA,NA,NA,NA,NA,89000,0.89,2.831877241,,
1.2.2020,first,butterworks,33,plantain,LH,cns,yes2,,,,,,,2,bw063,CNS,NAS (not yet ID'd),,,,,,,,,,NA,NA,,,,,no,,yes,j,1,c,2,NA,NA,NA,89000,0.89,2.831877241,,
12.19.2019,first,lynd,5,klondike,RF,cns,yes2,,,,,,,2,lf006,CNS,NAS (not yet ID'd),,,,,,,,,,NA,NA,,,,,no,,yes,NA,NA,NA,NA,NA,NA,NA,90000,0.9,2.847996907,,
2.12.2020,second,vontrapp,14,zelda,LF,cns,yes1,,,,,,,1,vt046,CNS,NAS (not yet ID'd),,,,,,,,,,NA,NA,,,,,no,,yes,j,2,c,2,NA,NA,NA,90000,0.9,2.847996907,,
2.12.2020,second,vontrapp,22,ursala,LH,cns,yes2,,,,,,,2,vt053,CNS,NAS (not yet ID'd),,,,,,,,,,NA,NA,,,,,no,,yes,j,1,c,1,NA,NA,NA,90000,0.9,2.847996907,,
12.11.2019,first,choiniere,29,49,RH,cns,yes2,,,,,,,2,cf055,CNS,NAS (not yet ID'd),,,,,,,,,,NA,NA,,,,,no,,yes,j,4,c,4,NA,NA,NA,90000,0.9,2.847996907,,
1.21.2020,second,choiniere,9,49,RH,cns,yes2,,,,,,,2,cf095,CNS,NAS (not yet ID'd),,,,,,,,,,NA,NA,,,,,no,,yes,j,2,c,3,NA,NA,NA,90000,0.9,2.847996907,,
2.21.2020,second,paddlebridge,13,minerva34,RF,cns,yes2,,,,,,,2,pb034,CNS,NAS (not yet ID'd),,,,,,,,,,NA,NA,,,,,no,,yes,m,2,c,2,NA,NA,NA,95000,0.95,2.925999419,,
1.10.2020,second,stonypond,9,lish,LH,cns,yes2,,,,,,,2,sp042,CNS,NAS (not yet ID'd),,,,,,,,,,NA,NA,,,,,no,,yes,j,2,NA,NA,NA,NA,NA,97000,0.97,2.956056652,,
1.14.2020,first,glennview,6,165,RF,cns,yes1,,,,,,,1,gv011,CNS,NAS (not yet ID'd),,,,,,,,,,NA,NA,,,,,no,,yes,j,1,c,1,NA,NA,NA,97000,0.97,2.956056652,,
12.13.2019,first,swallowdale,27,marshmellow,RF,cns,yes2,,,,,,,2,sw046,CNS,NAS (not yet ID'd),,,,,,,,,,NA,NA,,,,,no,,yes,NA,NA,NA,NA,NA,NA,NA,98000,0.98,2.970853654,,
3.10.2020,third,vontrapp,12,esme,LH,cns,yes2,,,,,,,2,vt076,CNS,NAS (not yet ID'd),,,,,,,,,,NA,NA,,,,,no,,yes,j,1,c,1,NA,NA,NA,99000,0.99,2.98550043,,
1.2.2020,first,butterworks,14,hawthorn,RH,cns,yes2,,,,,,,2,bw015,CNS,NAS (not yet ID'd),,,,,,,,,,NA,NA,,,,,no,,yes,j,2,c,3,NA,NA,NA,99000,0.99,2.98550043,,
12.12.2019,first,stonypond,8,pippa,LF,cns,yes2,,,,,,,2,sp013,CNS,NAS (not yet ID'd),,,,,,,,,,NA,NA,,,,,no,,yes,j,1,NA,NA,NA,NA,NA,100000,1,3,,
3.10.2020,third,vontrapp,14,zelda,LF,cns,yes2,,,,,,,2,vt079,CNS,NAS (not yet ID'd),,,,,,,,,,NA,NA,,,,,no,,yes,j,3,c,4,NA,NA,NA,100000,1,3,,
12.12.2019,first,stonypond,5,echo,RH,cns,yes2,,,,,,,2,sp009,CNS,NAS (not yet ID'd),,,,,,,,,,NA,NA,,,,,no,,yes,j,2,NA,NA,NA,NA,NA,102000,1.02,3.028569152,,
12.13.2019,first,swallowdale,12,denver,RH,cns,yes2,,,,,,,2,sw021,CNS,NAS (not yet ID'd),,,,,,,,,,NA,NA,,,,,no,,yes,NA,NA,NA,NA,NA,NA,NA,103000,1.03,3.042644337,,
1.22.2020,second,swallowdale,11,amber,LH,cns,yes2,,,,,,,2,sw071,CNS,NAS (not yet ID'd),,,,,,,,,,NA,NA,,,,,no,,yes,j,2,NA,NA,NA,NA,NA,110000,1.1,3.137503524,,
1.6.2020,first,vontrapp,20,flavia,RH,cns,yes2,,,,,,,2,vt020,CNS,NAS (not yet ID'd),,,,,,,,,,NA,NA,,,,,no,,yes,j,4,c,3,NA,NA,NA,110000,1.1,3.137503524,,
1.6.2020,first,vontrapp,21,alice,RF,cns,yes2,,,,,,,2,vt021,CNS,NAS (not yet ID'd),,,,,,,,,,NA,NA,,,,,no,,yes,j,2,c,3,NA,NA,NA,110000,1.1,3.137503524,,
2.12.2020,second,vontrapp,15,abigail,LF,cns,yes2,,,,,,,2,vt048,CNS,NAS (not yet ID'd),,,,,,,,,,NA,NA,,,,,no,,yes,j,1,c,2,NA,NA,NA,110000,1.1,3.137503524,,
1.21.2020,second,choiniere,8,69,LH,cns,yes2,,,,,,,2,cf092,CNS,NAS (not yet ID'd),,,,,,,,,,NA,NA,,,,,no,,yes,j,2,c,3,NA,NA,NA,110000,1.1,3.137503524,,
1.3.2020,first,oughtabe,32,tiktoe,LH,cns,yes2,,,,,,,2,ob041,CNS,NAS (not yet ID'd),,,,,,,,,,NA,NA,,,,,no,,yes,j,2,c,2,NA,NA,NA,110000,1.1,3.137503524,,
2.14.2020,second,oughtabe,14,kandykorn,LF,cns,yes2,,,,,,,2,ob071,CNS,NAS (not yet ID'd),,,,,,,,,,NA,NA,,,,,no,,yes,t,2,c,1,NA,NA,NA,110000,1.1,3.137503524,,
3.12.2020,third,oughtabe,35,katie,LH,cns,yes2,,,,,,,2,ob167,CNS,NAS (not yet ID'd),,,,,,,,,,NA,NA,,,,,,,yes,j,1,c,1,NA,NA,NA,110000,1.1,3.137503524,,
12.12.2019,first,stonypond,5,echo,LH,cns,yes2,,,,,,,2,sp008,CNS,NAS (not yet ID'd),,,,,,,,,,NA,NA,,,,,no,,yes,j,2,NA,NA,NA,NA,NA,118000,1.18,3.23878686,,
1.10.2020,second,stonypond,19,robin,RF,cns,yes2,,,,,,,2,sp053,CNS,NAS (not yet ID'd),,,,,,,,,,NA,NA,,,,,no,,yes,j,1,NA,NA,NA,NA,NA,120000,1.2,3.263034406,,
1.14.2020,first,glennview,9,456,LF,cns,yes2,,,,,,,2,gv019,CNS,NAS (not yet ID'd),,,,,,,,,,NA,NA,,,,,no,,yes,j,3,c,2,NA,NA,NA,120000,1.2,3.263034406,,
1.14.2020,first,glennview,11,199,LH,cns,yes2,,,,,,,2,gv023,CNS,NAS (not yet ID'd),,,,,,,,,,NA,NA,,,,,no,,yes,j,3,c,2,NA,NA,NA,120000,1.2,3.263034406,,
2.19.2020,second,glennview,20,160,RH,cns,yes2,,,,,,,2,gv076,CNS,NAS (not yet ID'd),,,,,,,,,,NA,NA,,,,,no,,yes,m,1,c,2,NA,NA,NA,120000,1.2,3.263034406,,
2.21.2020,second,paddlebridge,35,farrah363,RF,cns,yes2,,,,,,,2,pb061,CNS,NAS (not yet ID'd),,,,,,,,,,NA,NA,,,,,no,,yes,m,2,c,2,NA,NA,NA,120000,1.2,3.263034406,,
1.6.2020,first,vontrapp,11,esme,LH,cns,yes2,,,,,,,2,vt011,CNS,NAS (not yet ID'd),,,,,,,,,,NA,NA,,,,,no,,yes,j,1,c,1,NA,NA,NA,120000,1.2,3.263034406,,
1.6.2020,first,vontrapp,12,tallula,RF,cns,yes2,,,,,,,2,vt013,CNS,NAS (not yet ID'd),,,,,,,,,,NA,NA,,,,,no,,yes,j,3,c,3,NA,NA,NA,120000,1.2,3.263034406,,
3.10.2020,third,vontrapp,19,flavia,RH,cns,yes2,,,,,,,2,vt085,CNS,NAS (not yet ID'd),,,,,,,,,,NA,NA,,,,,no,,yes,j,1,c,3,NA,NA,NA,120000,1.2,3.263034406,,
1.2.2020,first,butterworks,31,chipotle,RF,cns,yes2,,,,,,,2,bw061,CNS,NAS (not yet ID'd),,,,,,,,,,NA,NA,,,,,no,,yes,j,2,c,2,NA,NA,NA,120000,1.2,3.263034406,,
1.22.2020,second,swallowdale,21,denise,RH,cns,yes2,,,,,,,2,sw078,CNS,NAS (not yet ID'd),,,,,,,,,,NA,NA,,,,,no,,yes,j,1,NA,NA,NA,NA,NA,130000,1.3,3.378511623,,
1.17.2020,first,paddlebridge,14,minerva34,RF,cns,yes2,,,,,,,2,pb007,CNS,NAS (not yet ID'd),,,,,,,,,,NA,NA,,,,,no,,yes,j,2,c,2,NA,NA,NA,130000,1.3,3.378511623,,
2.21.2020,second,paddlebridge,26,guana362,LH,cns,yes2,,,,,,,2,pb051,CNS,NAS (not yet ID'd),,,,,,,,,,NA,NA,,,,,no,,yes,m,1,c,1,NA,NA,NA,130000,1.3,3.378511623,,
12.19.2019,first,lynd,9,chaloopa,LF,cns,yes2,,,,,,,2,lf009,CNS,NAS (not yet ID'd),,,,,,,,,,NA,NA,,,,,no,,yes,NA,NA,NA,NA,NA,NA,NA,130000,1.3,3.378511623,,
1.2.2020,first,butterworks,18,marjoram,RH,cns,yes2,,,,,,,2,bw027,CNS,NAS (not yet ID'd),,,,,,,,,,NA,NA,,,,,no,,yes,j,1,c,1,NA,NA,NA,130000,1.3,3.378511623,,
2.4.2020,second,butterworks,12,snowball,RF,cns,yes2,,,,,,,2,bw070,CNS,NAS (not yet ID'd),,,,,,,,,,NA,NA,,,,,no,,yes,t,1,c,1,NA,NA,NA,130000,1.3,3.378511623,,
1.3.2020,first,oughtabe,34,applepie,RH,cns,yes2,,,,,,,2,ob048,CNS,NAS (not yet ID'd),,,,,,,,,,NA,NA,,,,,no,,yes,j,4,c,4,NA,NA,NA,130000,1.3,3.378511623,,
12.11.2019,first,choiniere,9,32,LF,cns,yes2,,,,,,,2,cf020,CNS,NAS (not yet ID'd),,,,,,,,,,NA,NA,,,,,no,,yes,j,3,c,4,NA,NA,NA,133000,1.33,3.411426246,,
12.12.2019,first,stonypond,17,wynona,LH,cns,yes2,,,,,,,2,sp018,CNS,NAS (not yet ID'd),,,,,,,,,,NA,NA,,,,,no,,yes,j,1,NA,NA,NA,NA,NA,137000,1.37,3.454175893,,
12.13.2019,first,swallowdale,6,denise,RF,cns,yes2,,,,,,,2,sw008,CNS,NAS (not yet ID'd),,,,,,,,,,NA,NA,,,,,no,,yes,NA,NA,NA,NA,NA,NA,NA,139000,1.39,3.475084883,,
1.14.2020,first,glennview,25,70,RF,cns,yes2,,,,,,,2,gv038,CNS,NAS (not yet ID'd),,,,,,,,,,NA,NA,,,,,no,,yes,j,2,c,3,NA,NA,NA,140000,1.4,3.485426827,,
3.20.2020,third,paddlebridge,21,sapphire338,RH,cns,yes2,,,,,,,2,pb076,CNS,NAS (not yet ID'd),,,,,,,,,,NA,NA,,,,,no,,yes,j,4,c,4,NA,NA,NA,140000,1.4,3.485426827,,
1.6.2020,first,vontrapp,23,lilac,LF,cns,yes2,,,,,,,2,vt024,CNS,NAS (not yet ID'd),,,,,,,,,,NA,NA,,,,,no,,yes,j,2,c,2,NA,NA,NA,140000,1.4,3.485426827,,
3.10.2020,third,vontrapp,19,flavia,LF,cns,yes2,,,,,,,2,vt084,CNS,NAS (not yet ID'd),,,,,,,,,,NA,NA,,,,,no,,yes,j,1,c,3,NA,NA,NA,140000,1.4,3.485426827,,
1.21.2020,second,choiniere,20,30,LH,cns,yes2,,,,,,,2,cf110,CNS,NAS (not yet ID'd),,,,,,,,,,NA,NA,,,,,,,yes,j,3,c,3,NA,NA,NA,140000,1.4,3.485426827,,
2.17.2020,third,choiniere,32,30,LH,cns,yes2,,,,,,,2,cf177,CNS,NAS (not yet ID'd),,,,,,,,,,NA,NA,,,,,no,,yes,j,3,NA,NA,NA,NA,NA,140000,1.4,3.485426827,,
1.22.2020,second,swallowdale,8,marshmellow,RF,cns,yes2,,,,,,,2,sw069,CNS,NAS (not yet ID'd),,,,,,,,,,NA,NA,,,,,no,,yes,j,1,NA,NA,NA,NA,NA,150000,1.5,3.584962501,,
1.17.2020,first,paddlebridge,4,germ1140,RH,cns,yes2,,,,,,,2,pb001,CNS,NAS (not yet ID'd),,,,,,,,,,NA,NA,,,,,no,,yes,j,3,c,3,NA,NA,NA,150000,1.5,3.584962501,,
2.21.2020,second,paddlebridge,28,gift379,LF,cns,yes1,,,,,,,1,pb054,CNS,NAS (not yet ID'd),,,,,,,,,,NA,NA,,,,,no,,yes,m,1,c,1,NA,NA,NA,150000,1.5,3.584962501,,
2.12.2020,second,vontrapp,30,panda,RH,cns,yes2,,,,,,,2,vt063,CNS,NAS (not yet ID'd),,,,,,,,,,NA,NA,,,,,no,,yes,j,1,c,1,NA,NA,NA,150000,1.5,3.584962501,,
1.21.2020,second,choiniere,17,32,LF,cns,yes2,,,,,,,2,cf105,CNS,NAS (not yet ID'd),,,,,,,,,,NA,NA,,,,,no,,yes,j,1,c,1,NA,NA,NA,150000,1.5,3.584962501,,
2.14.2020,second,oughtabe,13,racer,RF,cns,yes2,,,,,,,2,ob070,CNS,NAS (not yet ID'd),,,,,,,,,,NA,NA,,,,,no,,yes,t,4,c,3,NA,NA,NA,150000,1.5,3.584962501,,
12.13.2019,first,swallowdale,15,goldie,LF,cns,yes2,,,,,,,2,sw029,CNS,NAS (not yet ID'd),,,,,,,,,,NA,NA,,,,,no,,yes,NA,NA,NA,NA,NA,NA,NA,157000,1.57,3.650764559,,
12.11.2019,first,choiniere,11,41,LF,cns,yes2,,,,,,,2,cf023,CNS,NAS (not yet ID'd),,,,,,,,,,NA,NA,,,,,no,,yes,j,1,c,2,NA,NA,NA,159000,1.59,3.669026766,,
2.19.2020,second,glennview,18,42,LF,cns,yes2,,,,,,,2,gv073,CNS,NAS (not yet ID'd),,,,,,,,,,NA,NA,,,,,no,,yes,m,1,c,1,NA,NA,NA,160000,1.6,3.678071905,,
1.6.2020,first,vontrapp,35,lucha,RF,cns,yes2,,,,,,,2,vt031,CNS,NAS (not yet ID'd),,,,,,,,,,NA,NA,,,,,no,,yes,j,1,c,1,NA,NA,NA,160000,1.6,3.678071905,,
2.12.2020,second,vontrapp,13,clara,RH,cns,yes2,,,,,,,2,vt044,CNS,NAS (not yet ID'd),,,,,,,,,,NA,NA,,,,,no,,yes,j,1,c,1,NA,NA,NA,160000,1.6,3.678071905,,
