"","date","visit","farm","order","cow_id","quarter","path_1","path1_IMI","path_2","path2_IMI","path_3","path3_IMI","path_4","path4_IMI","quarter_code","isolate_1","isolate_2","isolate_3","isolate_4","clinical","blind","teatinj","pstmilking","mixed_inf_series","dup_not_collected","IMI_series","hygiene_1","hygiene_2","cc_1","cc_2","cc_3","scc","contam","contam_comment","uniqueID","scc_div_100k","ls","ls_no_neg","scc_200k","cause_path"
"2985","3.3.2020","third","Butterworks",35,"lilac","RF","","","","","","",NA,NA,3,"","","",NA,"",NA,"","","",NA,"","NA","NA","NA","NA","NA",45000,NA,NA,"lilac_RF_third",0.45,1.847996907,1.848,"no",""
"2986","1.10.2020","second","StonyPond",7,"bigred","RH","","","","","","",NA,NA,3,"","","",NA,"",NA,"","","",NA,"","NA","NA","NA","NA","NA",45000,NA,NA,"bigred_RH_second",0.45,1.847996907,1.848,"no",""
"2987","12.11.2019","first","Choiniere",23,"44","RF","","","","","","",NA,NA,3,"","","",NA,"",NA,"","","",NA,"","NA","NA","NA","NA","NA",45000,NA,NA,"44_RF_first",0.45,1.847996907,1.848,"no",""
"2988","1.21.2020","second","Choiniere",6,"54","LF","","","","","","",NA,NA,3,"","","",NA,"",NA,"","","",NA,"","NA","NA","NA","NA","NA",45000,NA,NA,"54_LF_second",0.45,1.847996907,1.848,"no",""
"2989","2.12.2020","second","vonTrapp",8,"esme","RF","","","","","","",NA,NA,3,"","","",NA,"",NA,"","","",NA,"","NA","NA","NA","NA","NA",45000,NA,NA,"esme_RF_second",0.45,1.847996907,1.848,"no",""
"2990","1.30.2020","second","Lynd",20,"willy","RH","","","","","","",NA,NA,5,"","","",NA,"",NA,"","","",NA,"","NA","NA","NA","NA","NA",45000,NA,NA,"willy_RH_second",0.45,1.847996907,1.848,"no",""
"2991","1.30.2020","second","Lynd",24,"darla","LF","","","","","","",NA,NA,3,"","","",NA,"",NA,"","","",NA,"","NA","NA","NA","NA","NA",45000,NA,NA,"darla_LF_second",0.45,1.847996907,1.848,"no",""
"2992","12.12.2019","first","StonyPond",32,"aubrey","RH","","","","","","",NA,NA,3,"","","",NA,"",NA,"","","",NA,"","NA","NA","NA","NA","NA",46000,NA,NA,"aubrey_RH_first",0.46,1.879705766,1.8797,"no",""
"2993","1.10.2020","second","StonyPond",13,"peggie","LF","","","","","","",NA,NA,6,"","","",NA,"",NA,"","","",NA,"","NA","NA","NA","NA","NA",46000,NA,NA,"peggie_LF_second",0.46,1.879705766,1.8797,"no",""
"2994","3.16.2020","fourth","Choiniere",21,"32","RF","","","","","","",NA,NA,5,"","","",NA,"",NA,"","","",NA,"","NA","NA","NA","NA","NA",46000,NA,NA,"32_RF_fourth",0.46,1.879705766,1.8797,"no",""
"2995","1.17.2020","first","Paddlebridge",23,"shania291","RF","","","","","","",NA,NA,3,"","","",NA,"",NA,"","","",NA,"","NA","NA","NA","NA","NA",46000,NA,NA,"shania291_RF_first",0.46,1.879705766,1.8797,"no",""
"2996","1.29.2020","second","BJ",6,"cb5","RF","","","","","","",NA,NA,3,"","","",NA,"",NA,"","","",NA,"","NA","NA","NA","NA","NA",46000,NA,NA,"cb5_RF_second",0.46,1.879705766,1.8797,"no",""
"2997","2.28.2020","third","Swallowdale",2,"diane","LH","","","","","","",NA,NA,3,"","","",NA,"",NA,"","","",NA,"","NA","NA","NA","NA","NA",47000,NA,NA,"diane_LH_third",0.47,1.910732662,1.9107,"no",""
"2998","1.29.2020","second","BJ",31,"685","RF","","","","","","",NA,NA,3,"","","",NA,"",NA,"","","",NA,"","NA","NA","NA","NA","NA",47000,NA,NA,"685_RF_second",0.47,1.910732662,1.9107,"no",""
"2999","3.10.2020","third","vonTrapp",13,"clara","LH","","","","","","",NA,NA,5,"","","",NA,"",NA,"","","",NA,"","NA","NA","NA","NA","NA",47000,NA,NA,"clara_LH_third",0.47,1.910732662,1.9107,"no",""
"3000","3.5.2020","third","Lynd",12,"zsazsa","RF","","","","","","",NA,NA,3,"","","",NA,"",NA,"","","",NA,"","NA","NA","NA","NA","NA",47000,NA,NA,"zsazsa_RF_third",0.47,1.910732662,1.9107,"no",""
"3001","3.5.2020","third","Lynd",18,"freddie","LH","","","","","","",NA,NA,3,"","","",NA,"",NA,"","","",NA,"","NA","NA","NA","NA","NA",47000,NA,NA,"freddie_LH_third",0.47,1.910732662,1.9107,"no",""
"3002","12.11.2019","first","Choiniere",2,"27","LF","","","","","","",NA,NA,5,"","","",NA,"",NA,"","","",NA,"","NA","NA","NA","NA","NA",48000,NA,NA,"27_LF_first",0.48,1.941106311,1.9411,"no",""
"3003","1.17.2020","first","Paddlebridge",23,"shania291","LH","","","","","","",NA,NA,3,"","","",NA,"",NA,"","","",NA,"","NA","NA","NA","NA","NA",48000,NA,NA,"shania291_LH_first",0.48,1.941106311,1.9411,"no",""
"3004","2.21.2020","second","Paddlebridge",35,"farrah363","LH","","","","","","",NA,NA,3,"","","",NA,"",NA,"","","",NA,"","NA","NA","NA","NA","NA",48000,NA,NA,"farrah363_LH_second",0.48,1.941106311,1.9411,"no",""
"3005","3.3.2020","third","Butterworks",23,"love","RF","","","","","","",NA,NA,5,"","","",NA,"",NA,"","","",NA,"","NA","NA","NA","NA","NA",49000,NA,NA,"love_RF_third",0.49,1.970853654,1.9709,"no",""
"3006","3.12.2020","third","OughtaBe",22,"alf","LF","","","","","","",NA,NA,3,"","","",NA,"",NA,"","","",NA,"","NA","NA","NA","NA","NA",49000,NA,NA,"alf_LF_third",0.49,1.970853654,1.9709,"no",""
"3007","1.29.2020","second","BJ",20,"701","RF","","","","","","",NA,NA,3,"","","",NA,"",NA,"","","",NA,"","NA","NA","NA","NA","NA",49000,NA,NA,"701_RF_second",0.49,1.970853654,1.9709,"no",""
"3008","1.6.2020","first","vonTrapp",11,"esme","RH","","","","","","",NA,NA,3,"","","",NA,"",NA,"","","",NA,"","NA","NA","NA","NA","NA",49000,NA,NA,"esme_RH_first",0.49,1.970853654,1.9709,"no",""
"3009","1.6.2020","first","vonTrapp",28,"patchouli","LF","","","","","","",NA,NA,5,"","","",NA,"",NA,"","","",NA,"","NA","NA","NA","NA","NA",49000,NA,NA,"patchouli_LF_first",0.49,1.970853654,1.9709,"no",""
"3010","2.12.2020","second","vonTrapp",9,"gomora","RH","","","","","","",NA,NA,3,"","","",NA,"",NA,"","","",NA,"","NA","NA","NA","NA","NA",49000,NA,NA,"gomora_RH_second",0.49,1.970853654,1.9709,"no",""
"3011","3.10.2020","third","vonTrapp",28,"indie","RH","","","","","","",NA,NA,3,"","","",NA,"",NA,"","","",NA,"","NA","NA","NA","NA","NA",49000,NA,NA,"indie_RH_third",0.49,1.970853654,1.9709,"no",""
"3012","1.30.2020","second","Lynd",2,"ambrosia","RH","","","","","","",NA,NA,3,"","","",NA,"",NA,"","","",NA,"","NA","NA","NA","NA","NA",49000,NA,NA,"ambrosia_RH_second",0.49,1.970853654,1.9709,"no",""
"3013","2.14.2020","second","OughtaBe",2,"aloha","LF","","","","","","",NA,NA,3,"","","",NA,"",NA,"","","",NA,"","NA","NA","NA","NA","NA",51000,NA,NA,"aloha_LF_second",0.51,2.028569152,2.0286,"no",""
"3014","12.17.2019","first","BJ",11,"727","LF","","","","","","",NA,NA,5,"","","",NA,"",NA,"","","",NA,"","NA","NA","NA","NA","NA",51000,NA,NA,"727_LF_first",0.51,2.028569152,2.0286,"no",""
"3015","12.12.2019","first","StonyPond",27,"daryl","RF","","","","","","",NA,NA,3,"","","",NA,"",NA,"","","",NA,"","NA","NA","NA","NA","NA",52000,NA,NA,"daryl_RF_first",0.52,2.056583528,2.0566,"no",""
"3016","12.19.2019","first","Lynd",36,"diamond","LF","","","","","","",NA,NA,6,"","","",NA,"",NA,"","","",NA,"","NA","NA","NA","NA","NA",52000,NA,NA,"diamond_LF_first",0.52,2.056583528,2.0566,"no",""
"3017","3.3.2020","third","Butterworks",8,"pearl","LH","","","","","","",NA,NA,3,"","","",NA,"",NA,"","","",NA,"","NA","NA","NA","NA","NA",53000,NA,NA,"pearl_LH_third",0.53,2.084064265,2.0841,"no",""
"3018","2.28.2020","third","Swallowdale",17,"cambric","RH","","","","","","",NA,NA,5,"","","",NA,"",NA,"","","",NA,"","NA","NA","NA","NA","NA",53000,NA,NA,"cambric_RH_third",0.53,2.084064265,2.0841,"no",""
"3019","1.10.2020","second","StonyPond",4,"wynona","RH","","","","","","",NA,NA,5,"","","",NA,"",NA,"","","",NA,"","NA","NA","NA","NA","NA",53000,NA,NA,"wynona_RH_second",0.53,2.084064265,2.0841,"no",""
"3020","12.11.2019","first","Choiniere",12,"26","RF","","","","","","",NA,NA,3,"","","",NA,"",NA,"","","",NA,"","NA","NA","NA","NA","NA",53000,NA,NA,"26_RF_first",0.53,2.084064265,2.0841,"no",""
"3021","2.19.2020","second","Glennview",35,"198","RF","","","","","","",NA,NA,3,"","","",NA,"",NA,"","","",NA,"","NA","NA","NA","NA","NA",53000,NA,NA,"198_RF_second",0.53,2.084064265,2.0841,"no",""
"3022","2.14.2020","second","OughtaBe",37,"peacock","RH","","","","","","",NA,NA,3,"","","",NA,"",NA,"","","",NA,"","NA","NA","NA","NA","NA",53000,NA,NA,"peacock_RH_second",0.53,2.084064265,2.0841,"no",""
"3023","2.21.2020","second","Paddlebridge",32,"padfoot21","LH","","","","","","",NA,NA,3,"","","",NA,"",NA,"","yes","",NA,"","NA","NA","NA","NA","NA",53000,NA,NA,"padfoot21_LH_second",0.53,2.084064265,2.0841,"no",""
"3024","3.10.2020","third","vonTrapp",13,"clara","RF","","","","","","",NA,NA,5,"","","",NA,"",NA,"","","",NA,"","NA","NA","NA","NA","NA",53000,NA,NA,"clara_RF_third",0.53,2.084064265,2.0841,"no",""
"3025","1.21.2020","second","Choiniere",32,"8","RF","","","","","","",NA,NA,6,"","","",NA,"",NA,"","","",NA,"","NA","NA","NA","NA","NA",54000,NA,NA,"8_RF_second",0.54,2.111031312,2.111,"no",""
"3026","2.19.2020","second","Glennview",9,"79","LH","","","","","","",NA,NA,3,"","","",NA,"",NA,"","","",NA,"","NA","NA","NA","NA","NA",54000,NA,NA,"79_LH_second",0.54,2.111031312,2.111,"no",""
"3027","2.12.2020","second","vonTrapp",8,"esme","RH","","","","","","",NA,NA,3,"","","",NA,"",NA,"","","",NA,"","NA","NA","NA","NA","NA",54000,NA,NA,"esme_RH_second",0.54,2.111031312,2.111,"no",""
"3028","2.21.2020","second","Paddlebridge",30,"chapstick1","RF","","","","","","",NA,NA,3,"","","",NA,"",NA,"","","",NA,"","NA","NA","NA","NA","NA",55000,NA,NA,"chapstick1_RF_second",0.55,2.137503524,2.1375,"no",""
"3029","12.13.2019","first","Swallowdale",33,"marta","RF","","","","","","",NA,NA,5,"","","",NA,"",NA,"","","",NA,"","NA","NA","NA","NA","NA",56000,NA,NA,"marta_RF_first",0.56,2.163498732,2.1635,"no",""
"3030","2.21.2020","second","Paddlebridge",32,"padfoot21","RH","","","","","","",NA,NA,3,"","","",NA,"",NA,"","yes","",NA,"","NA","NA","NA","NA","NA",56000,NA,NA,"padfoot21_RH_second",0.56,2.163498732,2.1635,"no",""
"3031","3.20.2020","third","Paddlebridge",1,"germ1140","LH","","","","","","",NA,NA,5,"","","",NA,"",NA,"","","",NA,"","NA","NA","NA","NA","NA",56000,NA,NA,"germ1140_LH_third",0.56,2.163498732,2.1635,"no",""
"3032","1.29.2020","second","BJ",31,"685","LH","","","","","","",NA,NA,6,"","","",NA,"",NA,"","","",NA,"","NA","NA","NA","NA","NA",56000,NA,NA,"685_LH_second",0.56,2.163498732,2.1635,"no",""
"3033","12.13.2019","first","Swallowdale",2,"shelly","LH","","","","","","",NA,NA,5,"","","",NA,"",NA,"","","",NA,"","NA","NA","NA","NA","NA",57000,NA,NA,"shelly_LH_first",0.57,2.189033824,2.189,"no",""
"3034","12.12.2019","first","StonyPond",27,"daryl","LH","","","","","","",NA,NA,3,"","","",NA,"",NA,"","","",NA,"","NA","NA","NA","NA","NA",57000,NA,NA,"daryl_LH_first",0.57,2.189033824,2.189,"no",""
"3035","2.14.2020","second","OughtaBe",7,"pg","LH","","","","","","",NA,NA,3,"","","",NA,"",NA,"","","",NA,"","NA","NA","NA","NA","NA",57000,NA,NA,"pg_LH_second",0.57,2.189033824,2.189,"no",""
"3036","2.14.2020","second","OughtaBe",7,"pg","RH","","","","","","",NA,NA,3,"","","",NA,"",NA,"","","",NA,"","NA","NA","NA","NA","NA",57000,NA,NA,"pg_RH_second",0.57,2.189033824,2.189,"no",""
"3037","2.14.2020","second","OughtaBe",23,"gold","RF","","","","","","",NA,NA,3,"","","",NA,"",NA,"","","",NA,"","NA","NA","NA","NA","NA",57000,NA,NA,"gold_RF_second",0.57,2.189033824,2.189,"no",""
"3038","1.2.2020","first","Butterworks",26,"petunia","RF","","","","","","",NA,NA,3,"","","",NA,"",NA,"","","",NA,"","NA","NA","NA","NA","NA",58000,NA,NA,"petunia_RF_first",0.58,2.214124805,2.2141,"no",""
"3039","3.3.2020","third","Butterworks",24,"star","LH","","","","","","",NA,NA,5,"","","",NA,"",NA,"","","",NA,"","NA","NA","NA","NA","NA",58000,NA,NA,"star_LH_third",0.58,2.214124805,2.2141,"no",""
"3040","12.13.2019","first","Swallowdale",2,"shelly","RH","","","","","","",NA,NA,3,"","","",NA,"",NA,"","","",NA,"","NA","NA","NA","NA","NA",58000,NA,NA,"shelly_RH_first",0.58,2.214124805,2.2141,"no",""
"3041","2.28.2020","third","Swallowdale",31,"gigi","RF","","","","","","",NA,NA,3,"","","",NA,"",NA,"","","",NA,"","NA","NA","NA","NA","NA",58000,NA,NA,"gigi_RF_third",0.58,2.214124805,2.2141,"no",""
"3042","2.14.2020","second","OughtaBe",7,"pg","LF","","","","","","",NA,NA,3,"","","",NA,"",NA,"","","",NA,"","NA","NA","NA","NA","NA",58000,NA,NA,"pg_LF_second",0.58,2.214124805,2.2141,"no",""
"3043","3.20.2020","third","Paddlebridge",31,"simply314","LF","","","","","","",NA,NA,3,"","","",NA,"",NA,"","","",NA,"","NA","NA","NA","NA","NA",58000,NA,NA,"simply314_LF_third",0.58,2.214124805,2.2141,"no",""
"3044","1.30.2020","second","Lynd",17,"minigolf","RF","","","","","","",NA,NA,3,"","","",NA,"",NA,"","","",NA,"","NA","NA","NA","NA","NA",58000,NA,NA,"minigolf_RF_second",0.58,2.214124805,2.2141,"no",""
"3045","1.2.2020","first","Butterworks",15,"nona","LH","","","","","","",NA,NA,3,"","","",NA,"",NA,"","","",NA,"","NA","NA","NA","NA","NA",60000,NA,NA,"nona_LH_first",0.6,2.263034406,2.263,"no",""
"3046","12.13.2019","first","Swallowdale",10,"gretchen","LF","","","","","","",NA,NA,5,"","","",NA,"",NA,"","","",NA,"","NA","NA","NA","NA","NA",60000,NA,NA,"gretchen_LF_first",0.6,2.263034406,2.263,"no",""
"3047","2.28.2020","third","Swallowdale",2,"diane","LF","","","","","","",NA,NA,3,"","","",NA,"",NA,"","","",NA,"","NA","NA","NA","NA","NA",60000,NA,NA,"diane_LF_third",0.6,2.263034406,2.263,"no",""
"3048","2.28.2020","third","Swallowdale",2,"diane","RH","","","","","","",NA,NA,3,"","","",NA,"",NA,"","","",NA,"","NA","NA","NA","NA","NA",60000,NA,NA,"diane_RH_third",0.6,2.263034406,2.263,"no",""
"3049","1.10.2020","second","StonyPond",16,"alaska","RF","","","","","","",NA,NA,3,"","","",NA,"",NA,"","","",NA,"","NA","NA","NA","NA","NA",61000,NA,NA,"alaska_RF_second",0.61,2.286881148,2.2869,"no",""
"3050","2.12.2020","second","vonTrapp",1,"leadbelly","LH","","","","","","",NA,NA,3,"","","",NA,"",NA,"","","",NA,"","NA","NA","NA","NA","NA",61000,NA,NA,"leadbelly_LH_second",0.61,2.286881148,2.2869,"no",""
"3051","12.19.2019","first","Lynd",8,"kodiak","LH","","","","","","",NA,NA,3,"","","",NA,"",NA,"","","",NA,"","NA","NA","NA","NA","NA",61000,NA,NA,"kodiak_LH_first",0.61,2.286881148,2.2869,"no",""
"3052","12.12.2019","first","StonyPond",24,"brandy","LF","","","","","","",NA,NA,3,"","","",NA,"",NA,"","","",NA,"","NA","NA","NA","NA","NA",62000,NA,NA,"brandy_LF_first",0.62,2.310340121,2.3103,"no",""
"3053","12.12.2019","first","StonyPond",25,"rhonda","LH","","","","","","",NA,NA,5,"","","",NA,"",NA,"","","",NA,"","NA","NA","NA","NA","NA",62000,NA,NA,"rhonda_LH_first",0.62,2.310340121,2.3103,"no",""
"3054","1.10.2020","second","StonyPond",29,"genie","RF","","","","","","",NA,NA,5,"","","",NA,"",NA,"","","",NA,"","NA","NA","NA","NA","NA",62000,NA,NA,"genie_RF_second",0.62,2.310340121,2.3103,"no",""
"3055","2.14.2020","second","OughtaBe",7,"pg","RF","","","","","","",NA,NA,3,"","","",NA,"",NA,"","","",NA,"","NA","NA","NA","NA","NA",62000,NA,NA,"pg_RF_second",0.62,2.310340121,2.3103,"no",""
"3056","1.17.2020","first","Paddlebridge",16,"gif9","RH","","","","","","",NA,NA,5,"","","",NA,"",NA,"","","",NA,"","NA","NA","NA","NA","NA",62000,NA,NA,"gif9_RH_first",0.62,2.310340121,2.3103,"no",""
"3057","3.20.2020","third","Paddlebridge",17,"ferrari28","RF","","","","","","",NA,NA,5,"","","",NA,"",NA,"","","",NA,"","NA","NA","NA","NA","NA",62000,NA,NA,"ferrari28_RF_third",0.62,2.310340121,2.3103,"no",""
"3058","12.13.2019","first","Swallowdale",29,"ferris","LH","","","","","","",NA,NA,3,"","","",NA,"",NA,"","","",NA,"","NA","NA","NA","NA","NA",63000,NA,NA,"ferris_LH_first",0.63,2.333423734,2.3334,"no",""
"3059","3.10.2020","third","vonTrapp",28,"indie","LH","","","","","","",NA,NA,3,"","","",NA,"",NA,"","","",NA,"","NA","NA","NA","NA","NA",63000,NA,NA,"indie_LH_third",0.63,2.333423734,2.3334,"no",""
"3060","1.17.2020","first","Paddlebridge",16,"gif9","LF","","","","","","",NA,NA,3,"","","",NA,"",NA,"","","",NA,"","NA","NA","NA","NA","NA",64000,NA,NA,"gif9_LF_first",0.64,2.35614381,2.3561,"no",""
"3061","2.26.2020","third","BJ",3,"656","LF","","","","","","",NA,NA,6,"","","",NA,"",NA,"","","",NA,"","NA","NA","NA","NA","NA",64000,NA,NA,"656_LF_third",0.64,2.35614381,2.3561,"no",""
"3062","3.10.2020","third","vonTrapp",14,"zelda","RH","","","","","","",NA,NA,5,"","","",NA,"",NA,"","","",NA,"","NA","NA","NA","NA","NA",64000,NA,NA,"zelda_RH_third",0.64,2.35614381,2.3561,"no",""
"3063","1.10.2020","second","StonyPond",1,"peaches","LF","","","","","","",NA,NA,3,"","","",NA,"",NA,"","","",NA,"","NA","NA","NA","NA","NA",65000,NA,NA,"peaches_LF_second",0.65,2.378511623,2.3785,"no",""
"3064","1.14.2020","first","Glennview",9,"456","RF","","","","","","",NA,NA,5,"","","",NA,"",NA,"","","",NA,"","NA","NA","NA","NA","NA",65000,NA,NA,"456_RF_first",0.65,2.378511623,2.3785,"no",""
"3065","2.21.2020","second","Paddlebridge",23,"shiela375","RF","","","","","","",NA,NA,3,"","","",NA,"",NA,"","","",NA,"","NA","NA","NA","NA","NA",65000,NA,NA,"shiela375_RF_second",0.65,2.378511623,2.3785,"no",""
"3066","3.5.2020","third","Lynd",33,"minigolf","RF","","","","","","",NA,NA,3,"","","",NA,"",NA,"","","",NA,"","NA","NA","NA","NA","NA",65000,NA,NA,"minigolf_RF_third",0.65,2.378511623,2.3785,"no",""
"3067","3.16.2020","fourth","Choiniere",9,"12","RF","","","","","","",NA,NA,5,"","","",NA,"",NA,"","","",NA,"","NA","NA","NA","NA","NA",66000,NA,NA,"12_RF_fourth",0.66,2.40053793,2.4005,"no",""
"3068","2.14.2020","second","OughtaBe",21,"spice","RH","","","","","","",NA,NA,3,"","","",NA,"",NA,"","","",NA,"","NA","NA","NA","NA","NA",66000,NA,NA,"spice_RH_second",0.66,2.40053793,2.4005,"no",""
"3069","2.14.2020","second","OughtaBe",26,"whinnie","LH","","","","","","",NA,NA,3,"","","",NA,"",NA,"","","",NA,"","NA","NA","NA","NA","NA",66000,NA,NA,"whinnie_LH_second",0.66,2.40053793,2.4005,"no",""
"3070","3.19.2020","third","Glennview",33,"114","RH","","","","","","",NA,NA,3,"","","",NA,"",NA,"","","",NA,"","NA","NA","NA","NA","NA",67000,NA,NA,"114_RH_third",0.67,2.422233001,2.4222,"no",""
"3071","1.6.2020","first","vonTrapp",21,"alice","LH","","","","","","",NA,NA,5,"","","",NA,"",NA,"","","",NA,"","NA","NA","NA","NA","NA",67000,NA,NA,"alice_LH_first",0.67,2.422233001,2.4222,"no",""
"3072","12.19.2019","first","Lynd",23,"chive","RH","","","","","","",NA,NA,5,"","","",NA,"",NA,"","","",NA,"","NA","NA","NA","NA","NA",67000,NA,NA,"chive_RH_first",0.67,2.422233001,2.4222,"no",""
"3073","1.22.2020","second","Swallowdale",21,"denise","LH","","","","","","",NA,NA,5,"","","",NA,"",NA,"","","",NA,"","NA","NA","NA","NA","NA",68000,NA,NA,"denise_LH_second",0.68,2.443606651,2.4436,"no",""
"3074","12.12.2019","first","StonyPond",8,"pippa","LH","","","","","","",NA,NA,3,"","","",NA,"",NA,"","","",NA,"","NA","NA","NA","NA","NA",68000,NA,NA,"pippa_LH_first",0.68,2.443606651,2.4436,"no",""
"3075","1.10.2020","second","StonyPond",8,"margo","RH","","","","","","",NA,NA,5,"","","",NA,"",NA,"","","",NA,"","NA","NA","NA","NA","NA",68000,NA,NA,"margo_RH_second",0.68,2.443606651,2.4436,"no",""
"3076","2.4.2020","second","Butterworks",17,"nona","LH","","","","","","",NA,NA,5,"","","",NA,"",NA,"","","",NA,"","NA","NA","NA","NA","NA",69000,NA,NA,"nona_LH_second",0.69,2.464668267,2.4647,"no",""
"3077","12.19.2019","first","Lynd",8,"kodiak","RH","","","","","","",NA,NA,3,"","","",NA,"",NA,"","","",NA,"","NA","NA","NA","NA","NA",69000,NA,NA,"kodiak_RH_first",0.69,2.464668267,2.4647,"no",""
"3078","3.5.2020","third","Lynd",25,"willy","RH","","","","","","",NA,NA,5,"","","",NA,"",NA,"","","",NA,"","NA","NA","NA","NA","NA",69000,NA,NA,"willy_RH_third",0.69,2.464668267,2.4647,"no",""
"3079","3.5.2020","third","Lynd",27,"luxurytax","LH","","","","","","",NA,NA,3,"","","",NA,"",NA,"","","",NA,"","NA","NA","NA","NA","NA",69000,NA,NA,"luxurytax_LH_third",0.69,2.464668267,2.4647,"no",""
"3080","3.12.2020","third","OughtaBe",19,"mschar","RF","","","","","","",NA,NA,3,"","","",NA,"",NA,"","yesonedup","",NA,"","NA","NA","NA","NA","NA",70000,NA,NA,"mschar_RF_third",0.7,2.485426827,2.4854,"no",""
"3081","12.19.2019","first","Lynd",16,"luxurytax","LH","","","","","","",NA,NA,3,"","","",NA,"",NA,"","","",NA,"","NA","NA","NA","NA","NA",70000,NA,NA,"luxurytax_LH_first",0.7,2.485426827,2.4854,"no",""
"3082","3.3.2020","third","Butterworks",23,"love","RH","","","","","","",NA,NA,3,"","","",NA,"",NA,"","","",NA,"","NA","NA","NA","NA","NA",71000,NA,NA,"love_RH_third",0.71,2.50589093,2.5059,"no",""
"3083","2.19.2020","second","Glennview",12,"201","LH","","","","","","",NA,NA,3,"","","",NA,"",NA,"","","",NA,"","NA","NA","NA","NA","NA",71000,NA,NA,"201_LH_second",0.71,2.50589093,2.5059,"no",""
"3084","1.3.2020","first","OughtaBe",3,"maxie","LH","","","","","","",NA,NA,3,"","","",NA,"",NA,"","","",NA,"","NA","NA","NA","NA","NA",71000,NA,NA,"maxie_LH_first",0.71,2.50589093,2.5059,"no",""
"3085","2.14.2020","second","OughtaBe",3,"kit","LF","","","","","","",NA,NA,3,"","","",NA,"",NA,"","","",NA,"","NA","NA","NA","NA","NA",71000,NA,NA,"kit_LF_second",0.71,2.50589093,2.5059,"no",""
"3086","12.19.2019","first","Lynd",19,"chartreuse","LH","","","","","","",NA,NA,3,"","","",NA,"",NA,"","","",NA,"","NA","NA","NA","NA","NA",71000,NA,NA,"chartreuse_LH_first",0.71,2.50589093,2.5059,"no",""
"3087","3.19.2020","third","Glennview",7,"198","LF","","","","","","",NA,NA,3,"","","",NA,"",NA,"","","",NA,"","NA","NA","NA","NA","NA",72000,NA,NA,"198_LF_third",0.72,2.526068812,2.5261,"no",""
"3088","12.17.2019","first","BJ",28,"713","LH","","","","","","",NA,NA,3,"","","",NA,"",NA,"","","",NA,"","NA","NA","NA","NA","NA",72000,NA,NA,"713_LH_first",0.72,2.526068812,2.5261,"no",""
"3089","2.12.2020","second","vonTrapp",20,"irene","RH","","","","","","",NA,NA,3,"","","",NA,"",NA,"","","",NA,"","NA","NA","NA","NA","NA",72000,NA,NA,"irene_RH_second",0.72,2.526068812,2.5261,"no",""
"3090","1.10.2020","second","StonyPond",8,"margo","LF","","","","","","",NA,NA,3,"","","",NA,"",NA,"","","",NA,"","NA","NA","NA","NA","NA",73000,NA,NA,"margo_LF_second",0.73,2.545968369,2.546,"no",""
"3091","3.19.2020","third","Glennview",3,"172","LH","","","","","","",NA,NA,5,"","","",NA,"",NA,"","","",NA,"","NA","NA","NA","NA","NA",73000,NA,NA,"172_LH_third",0.73,2.545968369,2.546,"no",""
"3092","12.17.2019","first","BJ",28,"713","RF","","","","","","",NA,NA,3,"","","",NA,"",NA,"","","",NA,"","NA","NA","NA","NA","NA",73000,NA,NA,"713_RF_first",0.73,2.545968369,2.546,"no",""
"3093","3.3.2020","third","Butterworks",14,"joy","RH","","","","","","",NA,NA,5,"","","",NA,"",NA,"","","",NA,"","NA","NA","NA","NA","NA",74000,NA,NA,"joy_RH_third",0.74,2.565597176,2.5656,"no",""
"3094","1.10.2020","second","StonyPond",13,"peggie","RF","","","","","","",NA,NA,3,"","","",NA,"",NA,"","","",NA,"","NA","NA","NA","NA","NA",74000,NA,NA,"peggie_RF_second",0.74,2.565597176,2.5656,"no",""
"3095","3.16.2020","fourth","Choiniere",25,"87","RH","","","","","","",NA,NA,3,"","","",NA,"",NA,"","yes","",NA,"","NA","NA","NA","NA","NA",74000,NA,NA,"87_RH_fourth",0.74,2.565597176,2.5656,"no",""
"3096","1.6.2020","first","vonTrapp",14,"zelda","RF","","","","","","",NA,NA,3,"","","",NA,"",NA,"","","",NA,"","NA","NA","NA","NA","NA",74000,NA,NA,"zelda_RF_first",0.74,2.565597176,2.5656,"no",""
"3097","12.19.2019","first","Lynd",4,"ambrosia","LF","","","","","","",NA,NA,3,"","","",NA,"",NA,"","","",NA,"","NA","NA","NA","NA","NA",74000,NA,NA,"ambrosia_LF_first",0.74,2.565597176,2.5656,"no",""
"3098","2.14.2020","second","OughtaBe",17,"mschar","RH","","","","","","",NA,NA,3,"","","",NA,"",NA,"","","",NA,"","NA","NA","NA","NA","NA",75000,NA,NA,"mschar_RH_second",0.75,2.584962501,2.585,"no",""
"3099","1.17.2020","first","Paddlebridge",16,"gif9","RF","","","","","","",NA,NA,5,"","","",NA,"",NA,"","","",NA,"","NA","NA","NA","NA","NA",75000,NA,NA,"gif9_RF_first",0.75,2.584962501,2.585,"no",""
"3100","3.19.2020","third","Glennview",8,"165","LF","","","","","","",NA,NA,5,"","","",NA,"",NA,"","","",NA,"","NA","NA","NA","NA","NA",76000,NA,NA,"165_LF_third",0.76,2.604071324,2.6041,"no",""
"3101","1.30.2020","second","Lynd",17,"minigolf","LF","","","","","","",NA,NA,5,"","","",NA,"",NA,"","","",NA,"","NA","NA","NA","NA","NA",76000,NA,NA,"minigolf_LF_second",0.76,2.604071324,2.6041,"no",""
