"","cow_id","quarter","first_date","first_visit","first_farm","first_order","first_path_1","first_path1_IMI","first_path_2","first_path2_IMI","first_path_3","first_path3_IMI","first_path_4","first_path4_IMI","first_quarter_code","first_isolate_1","first_isolate_2","first_isolate_3","first_isolate_4","first_clinical","first_blind","first_teatinj","first_pstmilking","first_mixed_inf_series","first_dup_not_collected","first_IMI_series","first_hygiene_1","first_hygiene_2","first_cc_1","first_cc_2","first_cc_3","first_scc","first_scc_200k","first_contam","first_contam_comment","first_uniqueID","second_date","second_visit","second_farm","second_order","second_path_1","second_path1_IMI","second_path_2","second_path2_IMI","second_path_3","second_path3_IMI","second_path_4","second_path4_IMI","second_quarter_code","second_isolate_1","second_isolate_2","second_isolate_3","second_isolate_4","second_clinical","second_blind","second_teatinj","second_pstmilking","second_mixed_inf_series","second_dup_not_collected","second_IMI_series","second_hygiene_1","second_hygiene_2","second_cc_1","second_cc_2","second_cc_3","second_scc","second_scc_200k","second_contam","second_contam_comment","second_uniqueID","third_date","third_visit","third_farm","third_order","third_path_1","third_path1_IMI","third_path_2","third_path2_IMI","third_path_3","third_path3_IMI","third_path_4","third_path4_IMI","third_quarter_code","third_isolate_1","third_isolate_2","third_isolate_3","third_isolate_4","third_clinical","third_blind","third_teatinj","third_pstmilking","third_mixed_inf_series","third_dup_not_collected","third_IMI_series","third_hygiene_1","third_hygiene_2","third_cc_1","third_cc_2","third_cc_3","third_scc","third_scc_200k","third_contam","third_contam_comment","third_uniqueID","fourth_date","fourth_visit","fourth_farm","fourth_order","fourth_path_1","fourth_path1_IMI","fourth_path_2","fourth_path2_IMI","fourth_path_3","fourth_path3_IMI","fourth_path_4","fourth_path4_IMI","fourth_quarter_code","fourth_isolate_1","fourth_isolate_2","fourth_isolate_3","fourth_isolate_4","fourth_clinical","fourth_blind","fourth_teatinj","fourth_pstmilking","fourth_mixed_inf_series","fourth_dup_not_collected","fourth_IMI_series","fourth_hygiene_1","fourth_hygiene_2","fourth_cc_1","fourth_cc_2","fourth_cc_3","fourth_scc","fourth_scc_200k","fourth_contam","fourth_contam_comment","fourth_uniqueID"
"94","70_Glennview","LH","1.14.2020","first","Glennview","25","strep","yes21","","","","","","","21","GV036","","","","","","","","tbd","","yes","NA","NA","NA","NA","NA",6e+05,"yes","","","70_Glennview_LH","2.19.2020","second","Glennview","33","strep","yes2","","","","","","","2","GV094","","","","","","","","no","","yes","NA","NA","NA","NA","NA",760000,"yes","","","70_Glennview_LH","3.19.2020","third","Glennview","28","?","yes27","strep","yes27","","","","","27","GV148","GV149","","","","","","","yes","","yes","NA","NA","NA","NA","NA",140000,"no","","","70_Glennview_LH","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",NA,"NA","NA","NA","70_Glennview_LH_fourth"
"95","marjoram_Butterworks","RH","1.2.2020","first","Butterworks","18","cns","yes2","","","","","","","2","BW027","","","","","","","","no","","yes","NA","NA","NA","NA","NA",130000,"no","","","marjoram_Butterworks_RH","2.4.2020","second","Butterworks","18","cns","yes2","","","","","","","2","BW086","","","","","","","","no","","yes","NA","NA","NA","NA","NA",240000,"yes","","","marjoram_Butterworks_RH","3.3.2020","third","Butterworks","19","cns","yes2","","","","","","","2","BW136","","","","","","","","no","","yes","NA","NA","NA","NA","NA",150000,"no","","","marjoram_Butterworks_RH","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",NA,"NA","NA","NA","marjoram_Butterworks_RH_fourth"
"96","amarillo_Lynd","RF","12.19.2019","first","Lynd","15","cns","yes2","","","","","","","2","LF021","","","","","","","","no","","yes","NA","NA","NA","NA","NA",88000,"no","","","amarillo_Lynd_RF","1.30.2020","second","Lynd","12","cns","yes2","","","","","","","2","LF062","","","","","","","","no","","yes","NA","NA","NA","NA","NA",310000,"yes","","","amarillo_Lynd_RF","3.5.2020","third","Lynd","13","cns","yes2","","","","","","","2","LF104","","","","","","","","no","","yes","NA","NA","NA","NA","NA",150000,"no","","","amarillo_Lynd_RF","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",NA,"NA","NA","NA","amarillo_Lynd_RF_fourth"
"97","panda_vonTrapp","RH","1.6.2020","first","vonTrapp","27","cns","yes2","","","","","","","2","VT028","","","","","","","","no","","yes","NA","NA","NA","NA","NA",860000,"yes","","","panda_vonTrapp_RH","2.12.2020","second","vonTrapp","30","cns","yes2","","","","","","","2","VT063","","","","","","","","no","","yes","NA","NA","NA","NA","NA",150000,"no","","","panda_vonTrapp_RH","3.10.2020","third","vonTrapp","29","cns","yes1","","","","","","","1","VT097","","","","","","","","no","","yes","NA","NA","NA","NA","NA",160000,"no","","","panda_vonTrapp_RH","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",NA,"NA","NA","NA","panda_vonTrapp_RH_fourth"
"98","mschar_OughtaBe","LH","1.3.2020","first","OughtaBe","22","cns","yes2","","","","","","","2","OB030","","","","","","","","no","","yes","NA","NA","NA","NA","NA",71000,"no","","","mschar_OughtaBe_LH","2.14.2020","second","OughtaBe","17","cns","yes2","","","","","","","2","OB077","","","","","","","","no","","yes","NA","NA","NA","NA","NA",170000,"no","","","mschar_OughtaBe_LH","3.12.2020","third","OughtaBe","19","cns","yes2","","","","","","","2","OB140","","","","","","","","no","","yes","NA","NA","NA","NA","NA",160000,"no","","","mschar_OughtaBe_LH","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",NA,"NA","NA","NA","mschar_OughtaBe_LH_fourth"
"99","kowabunga_Lynd","RF","12.19.2019","first","Lynd","13","cns","yes2","","","","","","","2","LF017","","","","","","","","no","","yes","NA","NA","NA","NA","NA",55000,"no","","","kowabunga_Lynd_RF","1.30.2020","second","Lynd","14","cns","yes2","","","","","","","2","LF064","","","","","","","","no","","yes","NA","NA","NA","NA","NA",420000,"yes","","","kowabunga_Lynd_RF","3.5.2020","third","Lynd","5","cns","yes2","","","","","","","2","LF097","","","","","","","","no","","yes","NA","NA","NA","NA","NA",160000,"no","","","kowabunga_Lynd_RF","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",NA,"NA","NA","NA","kowabunga_Lynd_RF_fourth"
"100","nazareth_Butterworks","RF","1.2.2020","first","Butterworks","17","cns","yes2","","","","","","","2","BW024","","","","","","","","no","","yes","NA","NA","NA","NA","NA",260000,"yes","","","nazareth_Butterworks_RF","2.4.2020","second","Butterworks","19","cns","yes2","","","","","","","2","BW088","","","","","","","","no","","yes","NA","NA","NA","NA","NA",440000,"yes","","","nazareth_Butterworks_RF","3.3.2020","third","Butterworks","17","cns","yes2","","","","","","","2","BW135","","","","","","","","no","","yes","NA","NA","NA","NA","NA",160000,"no","","","nazareth_Butterworks_RF","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",NA,"NA","NA","NA","nazareth_Butterworks_RF_fourth"
"101","733_BJ","LF","12.17.2019","first","BJ","15","cns","yes2","","","","","","","2","BJ012","","","","","","","","no","","yes","NA","NA","NA","NA","NA",286000,"yes","","","733_BJ_LF","1.29.2020","second","BJ","19","cns","yes2","","","","","","","2","BJ044","","","","","","","","no","","yes","NA","NA","NA","NA","NA",42000,"no","","","733_BJ_LF","2.26.2020","third","BJ","21","cns","yes2","","","","","","","2","BJ072","","","","","","","","no","","yes","NA","NA","NA","NA","NA",170000,"no","","","733_BJ_LF","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",NA,"NA","NA","NA","733_BJ_LF_fourth"
"102","jitterbug_Lynd","RH","12.19.2019","first","Lynd","11","cns","yes2","","","","","","","2","LF014","","","","","","","","no","","yes","NA","NA","NA","NA","NA",40000,"no","","","jitterbug_Lynd_RH","1.30.2020","second","Lynd","21","cns","yes2","","","","","","","2","LF075","","","","","","","","no","","yes","NA","NA","NA","NA","NA",120000,"no","","","jitterbug_Lynd_RH","3.5.2020","third","Lynd","1","cns","yes1","","","","","","","1","LF090","","","","","","","","no","","yes","NA","NA","NA","NA","NA",170000,"no","","","jitterbug_Lynd_RH","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",NA,"NA","NA","NA","jitterbug_Lynd_RH_fourth"
"103","leopard_vonTrapp","LH","1.6.2020","first","vonTrapp","4","sa","yes2","","","","","","","2","VT005","","","","","","","","no","","yes","NA","NA","NA","NA","NA",680000,"yes","","","leopard_vonTrapp_LH","2.12.2020","second","vonTrapp","2","sa","yes2","sa","other18","","","","","2","VT032","VT033","","","","","","","no","","yes","NA","NA","NA","NA","NA",650000,"yes","","","leopard_vonTrapp_LH","3.10.2020","third","vonTrapp","3","sa","yes2","","","","","","","2","VT065","","","","","","","","no","","yes","NA","NA","NA","NA","NA",170000,"no","","","leopard_vonTrapp_LH","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",NA,"NA","NA","NA","leopard_vonTrapp_LH_fourth"
"104","pledge_Swallowdale","RH","12.13.2019","first","Swallowdale","1","cns","yes2","","","","","","","2","SW003","","","","","","","","no","","yes","NA","NA","NA","NA","NA",59000,"no","","","pledge_Swallowdale_RH","1.22.2020","second","Swallowdale","32","cns","yes2","","","","","","","2","SW088","","","","","","","","no","","yes","NA","NA","NA","NA","NA",84000,"no","","","pledge_Swallowdale_RH","2.28.2020","third","Swallowdale","11","cns","yes2","","","","","","","2","SW102","","","","","","","","no","","yes","NA","NA","NA","NA","NA",180000,"no","","","pledge_Swallowdale_RH","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",NA,"NA","NA","NA","pledge_Swallowdale_RH_fourth"
"105","krone_Lynd","RH","12.19.2019","first","Lynd","27","cns","yes2","","","","","","","2","LF033","","","","","","","","no","","yes","NA","NA","NA","NA","NA",71000,"no","","","krone_Lynd_RH","1.30.2020","second","Lynd","18","cns","yes2","","","","","","","2","LF070","","","","","","","","no","","yes","NA","NA","NA","NA","NA",160000,"no","","","krone_Lynd_RH","3.5.2020","third","Lynd","15","cns","yes2","","","","","","","2","LF108","","","","","","","","no","","yes","NA","NA","NA","NA","NA",180000,"no","","","krone_Lynd_RH","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",NA,"NA","NA","NA","krone_Lynd_RH_fourth"
"106","gift379_Paddlebridge","RF","1.17.2020","first","Paddlebridge","30","cns","yes2","","","","","","","2","PB024","","","","","","","","no","","yes","NA","NA","NA","NA","NA",190000,"no","","","gift379_Paddlebridge_RF","2.21.2020","second","Paddlebridge","28","cns","yes2","","","","","","","2","PB055","","","","","","","","no","","yes","NA","NA","NA","NA","NA",180000,"no","","","gift379_Paddlebridge_RF","3.20.2020","third","Paddlebridge","28","cns","yes1","","","","","","","1","PB092","","","","","","","","no","","yes","NA","NA","NA","NA","NA",180000,"no","","","gift379_Paddlebridge_RF","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",NA,"NA","NA","NA","gift379_Paddlebridge_RF_fourth"
"107","marshmellow_Swallowdale","LF","12.13.2019","first","Swallowdale","27","cns","yes2","","","","","","","2","SW044","","","","","","","","no","","yes","NA","NA","NA","NA","NA",61000,"no","","","marshmellow_Swallowdale_LF","1.22.2020","second","Swallowdale","8","cns","yes2","","","","","","","2","SW066","","","","","","","","no","","yes","NA","NA","NA","NA","NA",220000,"yes","","","marshmellow_Swallowdale_LF","2.28.2020","third","Swallowdale","21","cns","yes2","","","","","","","2","SW116","","","","","","","","no","","yes","NA","NA","NA","NA","NA",180000,"no","","","marshmellow_Swallowdale_LF","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",NA,"NA","NA","NA","marshmellow_Swallowdale_LF_fourth"
"108","likely30_Paddlebridge","LF","1.17.2020","first","Paddlebridge","17","strep","yes27","cns","yes27","","","","","27","PB010","PB011","","","","","","","yes","","yes","NA","NA","NA","NA","NA",5e+05,"yes","","","likely30_Paddlebridge_LF","2.21.2020","second","Paddlebridge","18","strep","yes27","cns","yes27","","","","","27","PB038","PB039","","","","","","","yes","","yes","NA","NA","NA","NA","NA",570000,"yes","","","likely30_Paddlebridge_LF","3.20.2020","third","Paddlebridge","22","cns","yes27","strep","yes27","","","","","27","PB079","PB080","","","","","","","yes","","yes","NA","NA","NA","NA","NA",180000,"no","","","likely30_Paddlebridge_LF","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",NA,"NA","NA","NA","likely30_Paddlebridge_LF_fourth"
"109","amarillo_Lynd","LH","12.19.2019","first","Lynd","15","strep","yes2","","","","","","","2","LF019","","","","","","","","no","","yes","NA","NA","NA","NA","NA",61000,"no","","","amarillo_Lynd_LH","1.30.2020","second","Lynd","12","strep","yes2","","","","","","","2","LF061","","","","","","","","no","","yes","NA","NA","NA","NA","NA",180000,"no","","","amarillo_Lynd_LH","3.5.2020","third","Lynd","13","strep","yes2","","","","","","","2","LF103","","","","","","","","no","","yes","NA","NA","NA","NA","NA",190000,"no","","","amarillo_Lynd_LH","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",NA,"NA","NA","NA","amarillo_Lynd_LH_fourth"
"110","applecore_Butterworks","LH","1.2.2020","first","Butterworks","30","sa","yes2","","","","","","","2","BW056","","","","","","","","no","","yes","NA","NA","NA","NA","NA",8900000,"yes","","","applecore_Butterworks_LH","2.4.2020","second","Butterworks","33","sa","yes2","","","","","","","2","BW108","","","","","","","","no","","yes","NA","NA","NA","NA","NA",1100000,"yes","","","applecore_Butterworks_LH","3.3.2020","third","Butterworks","33","sa","yes2","","","","","","","2","BW156","","","","","","","","no","","yes","NA","NA","NA","NA","NA",190000,"no","","","applecore_Butterworks_LH","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",NA,"NA","NA","NA","applecore_Butterworks_LH_fourth"
"111","ardetta_vonTrapp","RF","1.6.2020","first","vonTrapp","25","cns","yes2","","","","","","","2","VT027","","","","","","","","no","","yes","NA","NA","NA","NA","NA",60000,"no","","","ardetta_vonTrapp_RF","2.12.2020","second","vonTrapp","24","cns","yes2","","","","","","","2","VT054","","","","","","","","no","","yes","NA","NA","NA","NA","NA",72000,"no","","","ardetta_vonTrapp_RF","3.10.2020","third","vonTrapp","25","cns","yes2","","","","","","","2","VT094","","","","","","","","no","","yes","NA","NA","NA","NA","NA",2e+05,"yes","","","ardetta_vonTrapp_RF","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",NA,"NA","NA","NA","ardetta_vonTrapp_RF_fourth"
"112","79_Glennview","RH","1.14.2020","first","Glennview","33","cns","yes2","","","","","","","2","GV045","","","","","","","","","","yes","NA","NA","NA","NA","NA",620000,"yes","","","79_Glennview_RH","2.19.2020","second","Glennview","9","cns","yes27","cns","yes27","","","","","27","GV062","GV063","","","","","","","tbd","","yes","NA","NA","NA","NA","NA",270000,"yes","","","79_Glennview_RH","3.19.2020","third","Glennview","12","cns","yes2","","","","","","","2","GV120","","","","","","","","no","","yes","NA","NA","NA","NA","NA",2e+05,"yes","","","79_Glennview_RH","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",NA,"NA","NA","NA","79_Glennview_RH_fourth"
"113","chaloopa_Lynd","LH","12.19.2019","first","Lynd","9","cns","yes2","","","","","","","2","LF008","","","","","","","","no","","yes","NA","NA","NA","NA","NA",231000,"yes","","","chaloopa_Lynd_LH","1.30.2020","second","Lynd","16","cns","yes2","","","","","","","2","LF065","","","","","","","","no","","yes","NA","NA","NA","NA","NA",240000,"yes","","","chaloopa_Lynd_LH","3.5.2020","third","Lynd","3","cns","yes2","","","","","","","2","LF092","","","","","","","","no","","yes","NA","NA","NA","NA","NA",220000,"yes","","","chaloopa_Lynd_LH","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",NA,"NA","NA","NA","chaloopa_Lynd_LH_fourth"
"114","720_BJ","RH","12.17.2019","first","BJ","10","cns","yes2","","","","","","","2","BJ011","","","","","","","","no","","yes","NA","NA","NA","NA","NA",74000,"no","","","720_BJ_RH","1.29.2020","second","BJ","7","cns","yes2","","","","","","","2","BJ033","","","","","","","","no","","yes","NA","NA","NA","NA","NA",64000,"no","","","720_BJ_RH","2.26.2020","third","BJ","12","cns","yes2","","","","","","","2","BJ061","","","","","","","","no","","yes","NA","NA","NA","NA","NA",230000,"yes","","","720_BJ_RH","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",NA,"NA","NA","NA","720_BJ_RH_fourth"
"115","kowabunga_Lynd","LF","12.19.2019","first","Lynd","13","cns","yes2","","","","","","","2","LF016","","","","","","","","no","","yes","NA","NA","NA","NA","NA",15000,"no","","","kowabunga_Lynd_LF","1.30.2020","second","Lynd","14","cns","yes2","","","","","","","2","LF063","","","","","","","","no","","yes","NA","NA","NA","NA","NA",74000,"no","","","kowabunga_Lynd_LF","3.5.2020","third","Lynd","5","cns","yes2","","","","","","","2","LF095","","","","","","","","no","","yes","NA","NA","NA","NA","NA",230000,"yes","","","kowabunga_Lynd_LF","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",NA,"NA","NA","NA","kowabunga_Lynd_LF_fourth"
"116","klondike_Lynd","RF","12.19.2019","first","Lynd","5","cns","yes2","","","","","","","2","LF006","","","","","","","","no","","yes","NA","NA","NA","NA","NA",90000,"no","","","klondike_Lynd_RF","1.30.2020","second","Lynd","5","cns","yes2","cns","other18","","","","","2","LF051","LF052","","","","","","","tbd","","yes","NA","NA","NA","NA","NA",83000,"no","","","klondike_Lynd_RF","3.5.2020","third","Lynd","9","cns","yes2","","","","","","","2","LF100","","","","","","","","no","","yes","NA","NA","NA","NA","NA",230000,"yes","","","klondike_Lynd_RF","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",NA,"NA","NA","NA","klondike_Lynd_RF_fourth"
"117","nellie_Butterworks","RF","1.2.2020","first","Butterworks","24","strep","yes2","","","","","","","2","BW045","","","","","","","","no","","yes","NA","NA","NA","NA","NA",7800000,"yes","","","nellie_Butterworks_RF","2.4.2020","second","Butterworks","24","strep","yes27","cns","yes27","","","","","27","BW095","BW096","","","","","","","no","","yes","NA","NA","NA","NA","NA",310000,"yes","","","nellie_Butterworks_RF","3.3.2020","third","Butterworks","25","strep","yes27","cns","yes27","","","","","27","BW146","BW147","","","","","","","yes","","yes","NA","NA","NA","NA","NA",230000,"yes","","","nellie_Butterworks_RF","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",NA,"NA","NA","NA","nellie_Butterworks_RF_fourth"
"118","webster_Lynd","RF","12.19.2019","first","Lynd","6","cns","yes2","","","","","","","2","LF007","","","","","","","","no","","yes","NA","NA","NA","NA","NA",187000,"no","","","webster_Lynd_RF","1.30.2020","second","Lynd","19","cns","yes2","","","","","","","2","LF072","","","","","","","","no","","yes","NA","NA","NA","NA","NA",140000,"no","","","webster_Lynd_RF","3.5.2020","third","Lynd","19","cns","yes2","","","","","","","2","LF112","","","","","","","","no","","yes","NA","NA","NA","NA","NA",240000,"yes","","","webster_Lynd_RF","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",NA,"NA","NA","NA","webster_Lynd_RF_fourth"
"119","165_Glennview","RF","1.14.2020","first","Glennview","6","cns","yes1","","","","","","","1","GV011","","","","","","","","no","","yes","NA","NA","NA","NA","NA",97000,"no","","","165_Glennview_RF","2.19.2020","second","Glennview","23","cns","yes2","","","","","","","2","GV081","","","","","","","","no","","yes","NA","NA","NA","NA","NA",220000,"yes","","","165_Glennview_RF","3.19.2020","third","Glennview","8","cns","yes2","cns","other18","","","","","2","GV115","GV160","","","","","","","tbd","","yes","NA","NA","NA","NA","NA",240000,"yes","","","165_Glennview_RF","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",NA,"NA","NA","NA","165_Glennview_RF_fourth"
"120","saige313_Paddlebridge","RH","1.17.2020","first","Paddlebridge","27","cns","yes2","","","","","","","2","PB020","","","","","","","","no","","yes","NA","NA","NA","NA","NA",3e+06,"yes","","","saige313_Paddlebridge_RH","2.21.2020","second","Paddlebridge","33","cns","yes2","","","","","","","2","PB057","","","","","","","","no","","yes","NA","NA","NA","NA","NA",530000,"yes","","","saige313_Paddlebridge_RH","3.20.2020","third","Paddlebridge","33","cns","yes2","","","","","","","2","PB099","","","","","","","","no","","yes","NA","NA","NA","NA","NA",250000,"yes","","","saige313_Paddlebridge_RH","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",NA,"NA","NA","NA","saige313_Paddlebridge_RH_fourth"
"121","racer_OughtaBe","LH","1.3.2020","first","OughtaBe","11","cns","yes2","","","","","","","2","OB014","","","","","","","","no","","yes","NA","NA","NA","NA","NA",370000,"yes","","","racer_OughtaBe_LH","2.14.2020","second","OughtaBe","13","cns","yes2","","","","","","","2","OB069","","","","","","","","no","","yes","NA","NA","NA","NA","NA",630000,"yes","","","racer_OughtaBe_LH","3.12.2020","third","OughtaBe","13","cns","yes2","","","","","","","2","OB129","","","","","","","","no","","yes","NA","NA","NA","NA","NA",250000,"yes","","","racer_OughtaBe_LH","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",NA,"NA","NA","NA","racer_OughtaBe_LH_fourth"
"122","marshmellow_Swallowdale","RF","12.13.2019","first","Swallowdale","27","cns","yes2","","","","","","","2","SW046","","","","","","","","no","","yes","NA","NA","NA","NA","NA",98000,"no","","","marshmellow_Swallowdale_RF","1.22.2020","second","Swallowdale","8","cns","yes2","","","","","","","2","SW069","","","","","","","","no","","yes","NA","NA","NA","NA","NA",150000,"no","","","marshmellow_Swallowdale_RF","2.28.2020","third","Swallowdale","21","cns","yes2","","","","","","","2","SW118","","","","","","","","no","","yes","NA","NA","NA","NA","NA",270000,"yes","","","marshmellow_Swallowdale_RF","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",NA,"NA","NA","NA","marshmellow_Swallowdale_RF_fourth"
"123","lilac_vonTrapp","LF","1.6.2020","first","vonTrapp","23","cns","yes2","","","","","","","2","VT024","","","","","","","","no","","yes","NA","NA","NA","NA","NA",140000,"no","","","lilac_vonTrapp_LF","2.12.2020","second","vonTrapp","25","cns","yes2","","","","","","","2","VT055","","","","","","","","no","","yes","NA","NA","NA","NA","NA",86000,"no","","","lilac_vonTrapp_LF","3.10.2020","third","vonTrapp","26","cns","yes2","","","","","","","2","VT095","","","","","","","","no","","yes","NA","NA","NA","NA","NA",290000,"yes","","","lilac_vonTrapp_LF","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",NA,"NA","NA","NA","lilac_vonTrapp_LF_fourth"
"124","nazareth_Butterworks","LF","1.2.2020","first","Butterworks","17","cns","yes2","","","","","","","2","BW022","","","","","","","","no","","yes","NA","NA","NA","NA","NA",55000,"no","","","nazareth_Butterworks_LF","2.4.2020","second","Butterworks","19","cns","yes2","","","","","","","2","BW087","","","","","","","","no","","yes","NA","NA","NA","NA","NA",240000,"yes","","","nazareth_Butterworks_LF","3.3.2020","third","Butterworks","17","cns","yes2","","","","","","","2","BW134","","","","","","","","no","","yes","NA","NA","NA","NA","NA",3e+05,"yes","","","nazareth_Butterworks_LF","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",NA,"NA","NA","NA","nazareth_Butterworks_LF_fourth"
"125","goody_OughtaBe","LF","1.3.2020","first","OughtaBe","9","cns","yes2","","","","","","","2","OB008","","","","","","","","no","","yes","NA","NA","NA","NA","NA",540000,"yes","","","goody_OughtaBe_LF","2.14.2020","second","OughtaBe","9","cns","yes2","","","","","","","2","OB063","","","","","","","","no","","yes","NA","NA","NA","NA","NA",580000,"yes","","","goody_OughtaBe_LF","3.12.2020","third","OughtaBe","10","cns","yes27","cns","yes27","","","","","27","OB126","OB127","","","","","","","tbd","","yes","NA","NA","NA","NA","NA",3e+05,"yes","","","goody_OughtaBe_LF","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",NA,"NA","NA","NA","goody_OughtaBe_LF_fourth"
