sort_4.24,any_farm,cow_id,quarter,cowid_quarter,cow_id_quarter_visit,lactation,date,visit,farm,order,path_1,path1_imi,path_2,path2_imi,path_3,path3_imi,path_4,path4_imi,quarter_code,isolate_1,path_1_maldi_final_id,fix_1,isolate_2,path_2_maldi_final_id,fix_2,isolate_3,path_3_maldi_final_id,fix_3,isolate_4,path_4_maldi_final_id,fix_4,clinical,blind,teatinj,pstmilking,mixed_inf_series,dup_not_collected,imi_series,hygiene_scorer_1,hygiene_1,hygiene_scorer_2,hygiene_2,scc,contam,contam_comment,dup_a_cfu_count,dup_b_cfu_count,more_than_2_org_present,actually_disclude,disclude_can't_determine_status,disclude_blind,disclude_dupmissing,disclude_samplingerror,disclude_contam,IMI_NAS_or_MAM,IMI_NAS_only,IMI_S_chromogenes,IMI_S_haemolyticus,IMI_S_simulans,IMI_S_equorum,IMI_S_agnetis,IMI_S_devriesei,IMI_S_warneri,IMI_S_xylosus,IMI_M_sciuri,IMI_S_auricularis,IMI_S_capitis,IMI_S_cohnii,IMI_S_epidermidis,IMI_M_fleurettii,IMI_S_gallinarum,IMI_S_hominis,IMI_S_pseudintermedius,IMI_S_saprophyticus,IMI_S_succinus,IMI_S_hyicus,IMI_M_vitilinus,IMI_2014env,IMI_2014opp,IMI_2014host,IMI_2017rel,IMI_2017host,IMI_2017env,quarter_position_dup,lactation_dup,lact_grp,first_DIM,first_hygiene_pick_one,farm_hygiene_avg,facility_type,bedding_facility_combo,bedding_material,pred_breed,herd_size,herd_size_cat,rolling_herd_avg,sel_feed,air_quality_prod,age_fac,lying_surface,bp_fed_on_pack,bp_num_cows_on_pack,bp_pack_area,bp_cow_density,bp_stock_dens_perc,wood_dried,wood_storage,bedding_conditioner,freq_add_new_bedding_stall_wk,freq_stall_scraping_wk,depth_bedding_stalls,bp_freq_tilling_wk,bp_depth_tilled_in,bp_attentiveness,bp_bedding_depth,milking_sys,forestrip,towel_num,gloves,mast_det_recc,mast_record,culture_mast,culture_scc,culture_fresh,culture_dry,culture_loc,dry_prod,sel_supp,ind_hygiene_a,ind_hygiene_b,ind_hygiene_avg
30,StonyPond,robin_StonyPond,RH,robin_StonyPond_RH,robin_StonyPond_RH_second,8,1.10.2020,second,StonyPond,19,macrococcus,yes1,NA,NA,NA,NA,NA,NA,1,sp052,macrococcus canis,yes_from_cns_to_macrococcus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,NA,yes,j,1,NA,NA,50000,NA,NA,3,3,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,RH,8,fourth_plus,258,3,2,BP,BP_SH,SH,Jersey,70,61_80,12500,n,excellent,3,deep,n,35,219.622692,6.274934057,1.258977374,kiln_dried,under_cover,n,NA,NA,NA,14,20.32,1,0.9,parlor,y,dep_two,all,n,sometimes_temp,always,always,never,never,ref,n,occ,1,NA,1
31,StonyPond,chelsea_StonyPond,LH,chelsea_StonyPond_LH,chelsea_StonyPond_LH_second,1,1.10.2020,second,StonyPond,23,macrococcus,yes1,cns,no5,NA,NA,NA,NA,1,sp050,macrococcus canis,yes_from_cns_to_macrococcus,sp051,staphylococcus haemolyticus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,NA,yes,j,2,NA,NA,68000,NA,NA,NA,NA,yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,LH,1,first,262,2,2,BP,BP_SH,SH,Jersey,70,61_80,12500,n,excellent,3,deep,n,35,219.622692,6.274934057,1.258977374,kiln_dried,under_cover,n,NA,NA,NA,14,20.32,1,0.9,parlor,y,dep_two,all,n,sometimes_temp,always,always,never,never,ref,n,occ,2,NA,2
32,BJ,716_BJ,RF,716_BJ_RF,716_BJ_RF_second,3,1.29.2020,second,BJ,9,corynebac,yes1,NA,NA,NA,NA,NA,NA,1,bj038,corynebacterium casei,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,NA,yes,j,2,c,1,2000,NA,NA,4,8,yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,RF,3,third,181,3,2.5,TS,TS_SH,SH,Holstein,61,61_80,15500,y,good,49,mat_conc,NA,NA,NA,NA,NA,fresh_raw,under_cover,n,14,35,3.81,NA,NA,NA,NA,tiestall,y,dep_two,no_some,y,never,never,never,never,never,never,y,occ,2,1,1.5
33,Choiniere,7_Choiniere,RH,7_Choiniere_RH,7_Choiniere_RH_second,6,1.21.2020,second,Choiniere,16,glutamicibacter,yes1,NA,NA,NA,NA,NA,NA,1,cf103,glutamicibacter arilaitensis,yes_from_cns_to_glutamicibacter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,NA,yes,j,3,c,2,2000,NA,NA,2,3,yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,RH,6,fourth_plus,43,2,2.1,BP,BP_WF,WC_FI,Holstein,82,81_105,12000,y,poor_fair,15,deep,y,55,562.8528255,10.23368774,0.907786151,fresh_raw,NA,y,NA,NA,NA,3.5,10.16,1,1.2,tiestall,n,one,no_some,y,never,never,never,never,never,never,n,no,3,2,2.5
34,OughtaBe,honey_OughtaBe,LH,honey_OughtaBe_LH,honey_OughtaBe_LH_second,2,2.14.2020,second,OughtaBe,29,kocuria,yes1,NA,NA,NA,NA,NA,NA,1,ob095,kocuria species,yes_from_cns_to_kocuria,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,NA,yes,t,3,c,3,78000,NA,NA,2,3,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,LH,2,second,216,3,2.3,TS,TS_SH,SH,Jersey,70,61_80,13500,n,poor_fair,64,mat_conc,NA,NA,NA,NA,NA,fresh_raw,under_cover,n,28,28,2.54,NA,NA,NA,NA,tiestall,y,one,all,n,never,sometimes,sometimes,never,never,ref,n,reg,3,3,3
35,Glennview,193_Glennview,RF,193_Glennview_RF,193_Glennview_RF_second,1,2.19.2020,second,Glennview,7,corynebac,yes1,NA,NA,NA,NA,NA,NA,1,gv058,corynebacterium casei,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,NA,yes,m,3,c,3,2000,NA,NA,12,1,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,RF,1,first,100,4,2.2,TS,TS_SH,SH,Jersey,70,61_80,15200,n,good,61,mat_conc,NA,NA,NA,NA,NA,kiln_dried,under_cover,y,21,56,2.54,NA,NA,NA,NA,tiestall,y,one,all,n,always,sometimes,sometimes,issue,sometimes_issue,vet,y,occ,3,3,3
36,Swallowdale,marshmellow_Swallowdale,LH,marshmellow_Swallowdale_LH,marshmellow_Swallowdale_LH_third,1,2.28.2020,third,Swallowdale,21,strep,yes1,NA,NA,NA,NA,NA,NA,1,sw115,streptococcus uberis,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,NA,yes,NA,NA,NA,NA,120000,NA,NA,30,11,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,LH,1,first,62,1,1.4,BP,BP_WF,WC_FI,Other,82,81_105,14574,n,poor_fair,52,deep,n,80,535.12128,6.689016,1.388844039,fresh_raw,outside_uncovered,n,NA,NA,NA,0,NA,0.9,1.5,parlor,y,one,all,n,sometimes_temp,never,never,never,never,never,n,reg,NA,NA,NA
37,vonTrapp,luna_vonTrapp,LH,luna_vonTrapp_LH,luna_vonTrapp_LH_third,3,3.10.2020,third,vonTrapp,6,strep,yes1,NA,NA,NA,NA,NA,NA,1,vt072,aerococcus viridans,no_sslo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,NA,yes,j,1,c,1,6000,NA,NA,2,1,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,LH,3,third,287,1,2.2,TS,TS_SH,SH,Other,55,44_60,10675,y,good,116,mat_conc,NA,NA,NA,NA,NA,fresh_raw,under_cover,n,7,14,2.5,NA,NA,NA,NA,tiestall,y,one,all,y,always,sometimes,sometimes,always,never,onfarm,n,no,1,1,1
38,Paddlebridge,shania291_Paddlebridge,LF,shania291_Paddlebridge_LF,shania291_Paddlebridge_LF_third,6,3.20.2020,third,Paddlebridge,26,sa,yes1,NA,NA,NA,NA,NA,NA,1,pb089,staphylococcus aureus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,NA,yes,j,1,c,1,3200000,NA,NA,1,2,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,LF,6,fourth_plus,231,2,1.7,TS,TS_SH,SH,Holstein,56,44_60,21204,n,good,50,mat_conc,NA,NA,NA,NA,NA,fresh_raw,under_cover,n,14,14,6.35,NA,NA,NA,NA,tiestall,y,one,no_some,y,never,always,sometimes,never,never,vet,n,no,1,1,1
39,Butterworks,eva_Butterworks,RF,eva_Butterworks_RF,eva_Butterworks_RF_third,4,3.3.2020,third,Butterworks,27,strep,yes1,NA,NA,NA,NA,NA,NA,1,bw150,streptococcus uberis,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,NA,yes,n,2,c,2,920000,NA,NA,7,4,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,RF,4,fourth_plus,14,2,2,BP,BP_WF,WC_FI,Jersey,44,44_60,11794,y,poor_fair,10,deep,y,44,339.653368,7.7,1.025974026,fresh_raw,NA,y,NA,NA,NA,0,NA,0.7,1.7,tiestall,n,one,all,y,always,sometimes,never,never,never,vet,n,no,2,2,2
40,Choiniere,3_Choiniere,RH,3_Choiniere_RH,3_Choiniere_RH_third,3,2.17.2020,third,Choiniere,31,leuconostoc,yes1,NA,NA,NA,NA,NA,NA,1,cf176,leuconostoc mesenteroides,yes_from_corynebac_to_leuconostoc,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,NA,yes,j,3,NA,NA,35000,NA,NA,6,8,yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,RH,3,third,166,2,2.1,BP,BP_WF,WC_FI,Holstein,82,81_105,12000,y,poor_fair,15,deep,y,55,562.8528255,10.23368774,0.907786151,fresh_raw,NA,y,NA,NA,NA,3.5,10.16,1,1.2,tiestall,n,one,no_some,y,never,never,never,never,never,never,n,no,3,NA,3
41,Choiniere,4_Choiniere,RF,4_Choiniere_RF,4_Choiniere_RF_third,6,2.17.2020,third,Choiniere,16,corynebac,yes1,NA,NA,NA,NA,NA,NA,1,cf156,corynebacterium confusum,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,NA,yes,j,3,NA,NA,3000,NA,NA,2,4,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,RF,6,fourth_plus,263,3,2.1,BP,BP_WF,WC_FI,Holstein,82,81_105,12000,y,poor_fair,15,deep,y,55,562.8528255,10.23368774,0.907786151,fresh_raw,NA,y,NA,NA,NA,3.5,10.16,1,1.2,tiestall,n,one,no_some,y,never,never,never,never,never,never,n,no,3,NA,3
42,Glennview,188_Glennview,LH,188_Glennview_LH,188_Glennview_LH_third,1,3.19.2020,third,Glennview,30,corynebac,yes1,NA,NA,NA,NA,NA,NA,1,gv153,corynebacterium species,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,NA,yes,j,2,c,2,9000,NA,NA,1,1,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,LH,1,first,191,4,2.2,TS,TS_SH,SH,Jersey,70,61_80,15200,n,good,61,mat_conc,NA,NA,NA,NA,NA,kiln_dried,under_cover,y,21,56,2.54,NA,NA,NA,NA,tiestall,y,one,all,n,always,sometimes,sometimes,issue,sometimes_issue,vet,y,occ,2,2,2
43,Glennview,193_Glennview,RF,193_Glennview_RF,193_Glennview_RF_third,1,3.19.2020,third,Glennview,4,corynebac,yes1,NA,NA,NA,NA,NA,NA,1,gv105,corynebacterium species,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,NA,yes,j,4,c,4,2000,NA,NA,4,1,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,RF,1,first,136,3,2.2,TS,TS_SH,SH,Jersey,70,61_80,15200,n,good,61,mat_conc,NA,NA,NA,NA,NA,kiln_dried,under_cover,y,21,56,2.54,NA,NA,NA,NA,tiestall,y,one,all,n,always,sometimes,sometimes,issue,sometimes_issue,vet,y,occ,4,4,4
44,OughtaBe,penny_OughtaBe,LF,penny_OughtaBe_LF,penny_OughtaBe_LF_third,3,3.12.2020,third,OughtaBe,32,kocuria,yes1,NA,NA,NA,NA,NA,NA,1,ob159,kocuria species,yes_from_cns_to_kocuria,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,NA,yes,j,4,c,4,22000,NA,NA,2,4,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,LF,3,third,294,4,2.3,TS,TS_SH,SH,Jersey,70,61_80,13500,n,poor_fair,64,mat_conc,NA,NA,NA,NA,NA,fresh_raw,under_cover,n,28,28,2.54,NA,NA,NA,NA,tiestall,y,one,all,n,never,sometimes,sometimes,never,never,ref,n,reg,4,4,4
45,Swallowdale,gigi_Swallowdale,RH,gigi_Swallowdale_RH,gigi_Swallowdale_RH_third,1,2.28.2020,third,Swallowdale,31,sa,yes1,NA,NA,NA,NA,NA,NA,1,sw126,staphylococcus aureus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,NA,yes,NA,NA,NA,NA,3000000,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,RH,1,first,148,NA,1.4,BP,BP_WF,WC_FI,Other,82,81_105,14574,n,poor_fair,52,deep,n,80,535.12128,6.689016,1.388844039,fresh_raw,outside_uncovered,n,NA,NA,NA,0,NA,0.9,1.5,parlor,y,one,all,n,sometimes_temp,never,never,never,never,never,n,reg,NA,NA,NA
46,Choiniere,54_Choiniere,RH,54_Choiniere_RH,54_Choiniere_RH_fourth,7,3.16.2020,fourth,Choiniere,13,corynebac,yes1,NA,NA,NA,NA,NA,NA,1,cf207,corynebacterium casei,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,NA,yes,j,1,c,1,6000,NA,NA,3,1,yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,RH,7,fourth_plus,52,2,2.1,BP,BP_WF,WC_FI,Holstein,82,81_105,12000,y,poor_fair,15,deep,y,55,562.8528255,10.23368774,0.907786151,fresh_raw,NA,y,NA,NA,NA,3.5,10.16,1,1.2,tiestall,n,one,no_some,y,never,never,never,never,never,never,n,no,1,1,1
47,Choiniere,17_Choiniere,RF,17_Choiniere_RF,17_Choiniere_RF_fourth,6,3.16.2020,fourth,Choiniere,16,corynebac,yes1,NA,NA,NA,NA,NA,NA,1,cf215,corynebacterium variabile,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,NA,yes,j,1,c,1,24000,NA,NA,1,1,yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,RF,6,fourth_plus,165,4,2.1,BP,BP_WF,WC_FI,Holstein,82,81_105,12000,y,poor_fair,15,deep,y,55,562.8528255,10.23368774,0.907786151,fresh_raw,NA,y,NA,NA,NA,3.5,10.16,1,1.2,tiestall,n,one,no_some,y,never,never,never,never,never,never,n,no,1,1,1
48,Choiniere,38_Choiniere,LF,38_Choiniere_LF,38_Choiniere_LF_fourth,4,3.16.2020,fourth,Choiniere,18,corynebac,yes1,NA,NA,NA,NA,NA,NA,1,cf218,corynebacterium glutamicum,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,NA,yes,j,2,c,2,5000,NA,NA,1,1,yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,LF,4,fourth_plus,134,4,2.1,BP,BP_WF,WC_FI,Holstein,82,81_105,12000,y,poor_fair,15,deep,y,55,562.8528255,10.23368774,0.907786151,fresh_raw,NA,y,NA,NA,NA,3.5,10.16,1,1.2,tiestall,n,one,no_some,y,never,never,never,never,never,never,n,no,2,2,2
49,Choiniere,741_Choiniere,LH,741_Choiniere_LH,741_Choiniere_LH_fourth,6,3.16.2020,fourth,Choiniere,20,moraxella,yes1,NA,NA,NA,NA,NA,NA,1,cf220,moraxella osloensis,yes_from_?_to_moraxella,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,NA,yes,j,NA,c,4,6000,NA,NA,1,1,yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,LH,6,fourth_plus,138,4,2.1,BP,BP_WF,WC_FI,Holstein,82,81_105,12000,y,poor_fair,15,deep,y,55,562.8528255,10.23368774,0.907786151,fresh_raw,NA,y,NA,NA,NA,3.5,10.16,1,1.2,tiestall,n,one,no_some,y,never,never,never,never,never,never,n,no,NA,4,4
50,BJ,693_BJ,LH,693_BJ_LH,693_BJ_LH_third,4,2.26.2020,third,BJ,15,kocuria,yes1,NA,NA,NA,NA,NA,NA,1,bj065,kocuria species,yes_from_cns_to_kocuria,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,NA,yes,m,3,c,3,13000,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,LH,4,fourth_plus,101,4,2.5,TS,TS_SH,SH,Holstein,61,61_80,15500,y,good,49,mat_conc,NA,NA,NA,NA,NA,fresh_raw,under_cover,n,14,35,3.81,NA,NA,NA,NA,tiestall,y,dep_two,no_some,y,never,never,never,never,never,never,y,occ,3,3,3
51,Choiniere,49_Choiniere,LH,49_Choiniere_LH,49_Choiniere_LH_first,6,12.11.2019,first,Choiniere,29,strep,yes2,NA,NA,NA,NA,NA,NA,2,cf054,aerococcus viridans,no_sslo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,NA,yes,j,4,c,4,9000,NA,NA,5,3,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,LH,6,fourth_plus,281,4,2.1,BP,BP_WF,WC_FI,Holstein,82,81_105,12000,y,poor_fair,15,deep,y,55,562.8528255,10.23368774,0.907786151,fresh_raw,NA,y,NA,NA,NA,3.5,10.16,1,1.2,tiestall,n,one,no_some,y,never,never,never,never,never,never,n,no,4,4,4
52,Glennview,139_Glennview,LH,139_Glennview_LH,139_Glennview_LH_second,3,2.19.2020,second,Glennview,22,strep,yes2,NA,NA,NA,NA,NA,NA,2,gv077,aerococcus viridans,no_sslo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,NA,yes,m,3,c,3,8000,NA,NA,1,1,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,LH,3,third,25,3,2.2,TS,TS_SH,SH,Jersey,70,61_80,15200,n,good,61,mat_conc,NA,NA,NA,NA,NA,kiln_dried,under_cover,y,21,56,2.54,NA,NA,NA,NA,tiestall,y,one,all,n,always,sometimes,sometimes,issue,sometimes_issue,vet,y,occ,3,3,3
53,OughtaBe,peonie_OughtaBe,RH,peonie_OughtaBe_RH,peonie_OughtaBe_RH_third,3,3.12.2020,third,OughtaBe,14,corynebac,yes2,NA,NA,NA,NA,NA,NA,2,ob131,corynebacterium amycolatum,yes_from_cns_to_corynebac,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,NA,yes,j,3,c,4,4000,NA,NA,2,12,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,RH,3,third,420,2,2.3,TS,TS_SH,SH,Jersey,70,61_80,13500,n,poor_fair,64,mat_conc,NA,NA,NA,NA,NA,fresh_raw,under_cover,n,28,28,2.54,NA,NA,NA,NA,tiestall,y,one,all,n,never,sometimes,sometimes,never,never,ref,n,reg,3,4,3.5
54,Glennview,190_Glennview,RH,190_Glennview_RH,190_Glennview_RH_second,1,2.19.2020,second,Glennview,26,corynebac,yes2,NA,NA,NA,NA,NA,NA,2,gv084,corynebacterium casei,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,NA,yes,m,2,c,2,17000,NA,NA,6,2,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,RH,1,first,144,2,2.2,TS,TS_SH,SH,Jersey,70,61_80,15200,n,good,61,mat_conc,NA,NA,NA,NA,NA,kiln_dried,under_cover,y,21,56,2.54,NA,NA,NA,NA,tiestall,y,one,all,n,always,sometimes,sometimes,issue,sometimes_issue,vet,y,occ,2,2,2
55,Glennview,114_Glennview,RH,114_Glennview_RH,114_Glennview_RH_second,3,2.19.2020,second,Glennview,5,corynebac,yes2,NA,NA,NA,NA,NA,NA,2,gv054,corynebacterium casei,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,NA,yes,m,3,c,2,61000,NA,NA,2,1,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,RH,3,third,160,2,2.2,TS,TS_SH,SH,Jersey,70,61_80,15200,n,good,61,mat_conc,NA,NA,NA,NA,NA,kiln_dried,under_cover,y,21,56,2.54,NA,NA,NA,NA,tiestall,y,one,all,n,always,sometimes,sometimes,issue,sometimes_issue,vet,y,occ,3,2,2.5
56,vonTrapp,iris_vonTrapp,RH,iris_vonTrapp_RH,iris_vonTrapp_RH_second,3,2.12.2020,second,vonTrapp,32,corynebac,yes2,NA,NA,NA,NA,NA,NA,2,vt061,corynebacterium casei,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,NA,yes,j,2,c,2,12000,NA,NA,50,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,RH,3,third,162,2,2.2,TS,TS_SH,SH,Other,55,44_60,10675,y,good,116,mat_conc,NA,NA,NA,NA,NA,fresh_raw,under_cover,n,7,14,2.5,NA,NA,NA,NA,tiestall,y,one,all,y,always,sometimes,sometimes,always,never,onfarm,n,no,2,2,2
57,BJ,cb3_BJ,RF,cb3_BJ_RF,cb3_BJ_RF_second,2,1.29.2020,second,BJ,30,corynebac,yes2,NA,NA,NA,NA,NA,NA,2,bj050,corynebacterium casei,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,j,3,c,2,6000,NA,NA,3,3,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,RF,2,second,228,2,2.5,TS,TS_SH,SH,Holstein,61,61_80,15500,y,good,49,mat_conc,NA,NA,NA,NA,NA,fresh_raw,under_cover,n,14,35,3.81,NA,NA,NA,NA,tiestall,y,dep_two,no_some,y,never,never,never,never,never,never,y,occ,3,2,2.5
58,Glennview,128_Glennview,LH,128_Glennview_LH,128_Glennview_LH_second,3,2.19.2020,second,Glennview,28,corynebac,yes2,NA,NA,NA,NA,NA,NA,2,gv087,corynebacterium casei,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,NA,yes,m,2,c,2,19000,NA,NA,1,1,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,LH,3,third,113,3,2.2,TS,TS_SH,SH,Jersey,70,61_80,15200,n,good,61,mat_conc,NA,NA,NA,NA,NA,kiln_dried,under_cover,y,21,56,2.54,NA,NA,NA,NA,tiestall,y,one,all,n,always,sometimes,sometimes,issue,sometimes_issue,vet,y,occ,2,2,2
59,Choiniere,40_Choiniere,RF,40_Choiniere_RF,40_Choiniere_RF_second,8,1.21.2020,second,Choiniere,7,corynebac,yes2,NA,NA,NA,NA,NA,NA,2,cf091,corynebacterium casei,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,NA,yes,j,3,c,3,11000,NA,NA,1,6,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,RF,8,fourth_plus,84,3,2.1,BP,BP_WF,WC_FI,Holstein,82,81_105,12000,y,poor_fair,15,deep,y,55,562.8528255,10.23368774,0.907786151,fresh_raw,NA,y,NA,NA,NA,3.5,10.16,1,1.2,tiestall,n,one,no_some,y,never,never,never,never,never,never,n,no,3,3,3
60,Choiniere,35_Choiniere,LF,35_Choiniere_LF,35_Choiniere_LF_second,3,1.21.2020,second,Choiniere,35,corynebac,yes2,NA,NA,NA,NA,NA,NA,2,cf132,corynebacterium casei,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,NA,yes,j,NA,c,NA,23000,NA,NA,3,3,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,LF,3,third,9,NA,2.1,BP,BP_WF,WC_FI,Holstein,82,81_105,12000,y,poor_fair,15,deep,y,55,562.8528255,10.23368774,0.907786151,fresh_raw,NA,y,NA,NA,NA,3.5,10.16,1,1.2,tiestall,n,one,no_some,y,never,never,never,never,never,never,n,no,NA,NA,NA
