sort_4.24,any_farm,cow_id,quarter,cowid_quarter,cow_id_quarter_visit,lactation,date,visit,farm,order,path_1,path1_imi,path_2,path2_imi,path_3,path3_imi,path_4,path4_imi,quarter_code,isolate_1,path_1_maldi_final_id,fix_1,isolate_2,path_2_maldi_final_id,fix_2,isolate_3,path_3_maldi_final_id,fix_3,isolate_4,path_4_maldi_final_id,fix_4,clinical,blind,teatinj,pstmilking,mixed_inf_series,dup_not_collected,imi_series,hygiene_scorer_1,hygiene_1,hygiene_scorer_2,hygiene_2,scc,contam,contam_comment,dup_a_cfu_count,dup_b_cfu_count,more_than_2_org_present,additional_disclude_genIMI,actually_disclude,disclude_cant_determine_status,disclude_blind,disclude_dupmissing,disclude_samplingerror,disclude_contam,IMI_NAS_or_MAM,IMI_NAS_only,IMI_S_chromogenes,IMI_S_haemolyticus,IMI_S_simulans,IMI_S_equorum,IMI_S_agnetis,IMI_S_devriesei,IMI_S_warneri,IMI_S_xylosus,IMI_M_sciuri,IMI_S_auricularis,IMI_S_capitis,IMI_S_cohnii,IMI_S_epidermidis,IMI_M_fleurettii,IMI_S_gallinarum,IMI_S_hominis,IMI_S_pseudintermedius,IMI_S_saprophyticus,IMI_S_succinus,IMI_S_hyicus,IMI_M_vitilinus,IMI_2014env,IMI_2014opp,IMI_2014host,IMI_2017rel,IMI_2017host,IMI_2017env,quarter_position_dup,lactation_dup,lact_grp,first_DIM,first_hygiene_pick_one,farm_hygiene_avg,facility_type,bedding_facility_combo,bedding_material,pred_breed,herd_size,herd_size_cat,rolling_herd_avg,sel_feed,air_quality_prod,age_fac,lying_surface,bp_fed_on_pack,bp_num_cows_on_pack,bp_pack_area,bp_cow_density,bp_stock_dens_perc,wood_dried,wood_storage,bedding_conditioner,freq_add_new_bedding_stall_wk,freq_stall_scraping_wk,depth_bedding_stalls,bp_freq_tilling_wk,bp_depth_tilled_in,bp_attentiveness,bp_bedding_depth,milking_sys,forestrip,towel_num,gloves,mast_det_recc,mast_record,culture_mast,culture_scc,culture_fresh,culture_dry,culture_loc,dry_prod,sel_supp,ind_hygiene_a,ind_hygiene_b,ind_hygiene_avg,IMI_acinetobacter_species,IMI_aerococcus_species,IMI_aerococcus_viridans,IMI_brachybacterium_species,IMI_brevibacterium_epidermidis,IMI_candida_rugosa,IMI_corynebacterium_amycolatum,IMI_corynebacterium_callunae,IMI_corynebacterium_casei,IMI_corynebacterium_confusum,IMI_corynebacterium_glutamicum,IMI_corynebacterium_species,IMI_corynebacterium_stationis,IMI_corynebacterium_ulcerans,IMI_corynebacterium_variabile,IMI_corynebacterium_xerosis,IMI_e_coli,IMI_enterobacter_species,IMI_enterococcus_saccharolyticus,IMI_glutamicibacter_arilaitensis,IMI_gram_neg_noncoliform_organism_rods,IMI_gram_positive_cocci,IMI_gram_positive_org,IMI_gram_positive_rod,IMI_klebsiella_aerogenes,IMI_klebsiella_pneumoniae,IMI_klebsiella_variicola,IMI_kocuria_carniphila,IMI_kocuria_palustris,IMI_kocuria_species,IMI_leuconostoc_mesenteroides,IMI_macrococcus_canis,IMI_microbacterium_species,IMI_micrococcus_species,IMI_moraxella_osloensis,IMI_moraxella_species,IMI_pseudomonas_aeruginosa,IMI_pseudomonas_fluorescens,IMI_pseudomonas_species,IMI_psychrobacter_pasteurii,IMI_psychrobacter_species,IMI_serratia_marcescens,IMI_staphylococcus_aureus,IMI_staphylococcus_agnetis,IMI_staphylococcus_chromogenes,IMI_staphylococcus_epidermidis,IMI_staphylococcus_equorum,IMI_staphylococcus_haemolyticus,IMI_staphylococcus_hominis,IMI_staphylococcus_sciuri,IMI_staphylococcus_simulans,IMI_streptococcus_canis,IMI_streptococcus_dysgalactiae,IMI_streptococcus_species,IMI_streptococcus_uberis,IMI_wautersiella_falsenii,IMI_weissella_cibaria,IMI_weissella_hellenica,IMI_no_id,quarter_code_dup,sum_IMI_species,mix,gen_IMI_due_to,any_IMI,cow_id_quarter_visit_1,cow_id_quarter_visit_2,visit_1,first_DIM_1,first_hygiene_pick_one_1
2793,Lynd,krone_Lynd,LF,krone_Lynd_LF,krone_Lynd_LF_first,2,12.19.2019,first,Lynd,27,cns,yes2,NA,NA,NA,NA,NA,NA,2,lf032,staphylococcus chromogenes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,NA,yes,NA,NA,NA,NA,52000,NA,tntc,30,NA,NA,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,LF,2,second,116,NA,NA,BP,BP_SH,SH,Other,105,81_105,13000,n,excellent,10,deep,n,90,459.4,5.1,1.82,fresh_raw,outside_uncovered,n,NA,NA,NA,7,61,0.9,1.4,parlor,y,one,all,y,always,always,always,issue,sometimes_issue,onfarm,n,reg,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,staphylococcus chromogenes,1,krone_Lynd_LF_first,krone_Lynd_LF_first,first,116,NA
2794,Lynd,krone_Lynd,RF,krone_Lynd_RF,krone_Lynd_RF_first,2,12.19.2019,first,Lynd,27,cns,yes2,NA,NA,NA,NA,NA,NA,2,lf034,staphylococcus chromogenes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,NA,yes,NA,NA,NA,NA,51000,NA,19,24,NA,NA,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,RF,2,second,116,NA,NA,BP,BP_SH,SH,Other,105,81_105,13000,n,excellent,10,deep,n,90,459.4,5.1,1.82,fresh_raw,outside_uncovered,n,NA,NA,NA,7,61,0.9,1.4,parlor,y,one,all,y,always,always,always,issue,sometimes_issue,onfarm,n,reg,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,staphylococcus chromogenes,1,krone_Lynd_RF_first,krone_Lynd_RF_first,first,116,NA
2795,Lynd,krone_Lynd,RH,krone_Lynd_RH,krone_Lynd_RH_first,2,12.19.2019,first,Lynd,27,cns,yes2,NA,NA,NA,NA,NA,NA,2,lf033,staphylococcus chromogenes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,NA,yes,NA,NA,NA,NA,71000,NA,16,12,NA,NA,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,RH,2,second,116,NA,NA,BP,BP_SH,SH,Other,105,81_105,13000,n,excellent,10,deep,n,90,459.4,5.1,1.82,fresh_raw,outside_uncovered,n,NA,NA,NA,7,61,0.9,1.4,parlor,y,one,all,y,always,always,always,issue,sometimes_issue,onfarm,n,reg,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,staphylococcus chromogenes,1,krone_Lynd_RH_first,krone_Lynd_RH_first,first,116,NA
2796,Lynd,jitterbug_Lynd,RH,jitterbug_Lynd_RH,jitterbug_Lynd_RH_first,2,12.19.2019,first,Lynd,11,cns,yes2,NA,NA,NA,NA,NA,NA,2,lf014,staphylococcus chromogenes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,NA,yes,NA,NA,NA,NA,40000,NA,12,15,NA,NA,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,RH,2,second,190,NA,NA,BP,BP_SH,SH,Other,105,81_105,13000,n,excellent,10,deep,n,90,459.4,5.1,1.82,fresh_raw,outside_uncovered,n,NA,NA,NA,7,61,0.9,1.4,parlor,y,one,all,y,always,always,always,issue,sometimes_issue,onfarm,n,reg,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,staphylococcus chromogenes,1,jitterbug_Lynd_RH_first,jitterbug_Lynd_RH_first,first,190,NA
2797,Lynd,chaloopa_Lynd,LF,chaloopa_Lynd_LF,chaloopa_Lynd_LF_first,6,12.19.2019,first,Lynd,9,cns,yes2,NA,NA,NA,NA,NA,NA,2,lf009,staphylococcus chromogenes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,NA,yes,NA,NA,NA,NA,130000,NA,5,4,NA,NA,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,LF,6,fourth_plus,212,NA,NA,BP,BP_SH,SH,Other,105,81_105,13000,n,excellent,10,deep,n,90,459.4,5.1,1.82,fresh_raw,outside_uncovered,n,NA,NA,NA,7,61,0.9,1.4,parlor,y,one,all,y,always,always,always,issue,sometimes_issue,onfarm,n,reg,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,staphylococcus chromogenes,1,chaloopa_Lynd_LF_first,chaloopa_Lynd_LF_first,first,212,NA
2798,Lynd,licorice_Lynd,RH,licorice_Lynd_RH,licorice_Lynd_RH_first,4,12.19.2019,first,Lynd,10,cns,yes2,NA,NA,NA,NA,NA,NA,2,lf012,staphylococcus chromogenes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,NA,yes,NA,NA,NA,NA,63000,NA,15,20,NA,NA,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,RH,4,fourth_plus,262,NA,NA,BP,BP_SH,SH,Other,105,81_105,13000,n,excellent,10,deep,n,90,459.4,5.1,1.82,fresh_raw,outside_uncovered,n,NA,NA,NA,7,61,0.9,1.4,parlor,y,one,all,y,always,always,always,issue,sometimes_issue,onfarm,n,reg,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,staphylococcus chromogenes,1,licorice_Lynd_RH_first,licorice_Lynd_RH_first,first,262,NA
2799,Swallowdale,cassia_Swallowdale,LH,cassia_Swallowdale_LH,cassia_Swallowdale_LH_first,7,12.13.2019,first,Swallowdale,30,cns,yes2,NA,NA,NA,NA,NA,NA,2,sw048,staphylococcus chromogenes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,NA,yes,NA,NA,NA,NA,51000,NA,NA,30,20,NA,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,LH,7,fourth_plus,84,NA,1.4,BP,BP_WF,WC_FI,Other,82,81_105,14574,n,poor_fair,52,deep,n,80,535.12128,6.689016,1.388844039,fresh_raw,outside_uncovered,n,NA,NA,NA,0,NA,0.9,1.5,parlor,y,one,all,n,sometimes_temp,never,never,never,never,never,n,reg,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,staphylococcus chromogenes,1,cassia_Swallowdale_LH_first,cassia_Swallowdale_LH_first,first,84,NA
2800,Swallowdale,marshmellow_Swallowdale,RF,marshmellow_Swallowdale_RF,marshmellow_Swallowdale_RF_first,1,12.13.2019,first,Swallowdale,27,cns,yes2,NA,NA,NA,NA,NA,NA,2,sw046,staphylococcus chromogenes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,NA,yes,NA,NA,NA,NA,98000,NA,NA,tntc,tntc,NA,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,RF,1,first,22,NA,1.4,BP,BP_WF,WC_FI,Other,82,81_105,14574,n,poor_fair,52,deep,n,80,535.12128,6.689016,1.388844039,fresh_raw,outside_uncovered,n,NA,NA,NA,0,NA,0.9,1.5,parlor,y,one,all,n,sometimes_temp,never,never,never,never,never,n,reg,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,staphylococcus chromogenes,1,marshmellow_Swallowdale_RF_first,marshmellow_Swallowdale_RF_first,first,22,NA
2801,Glennview,70_Glennview,RF,70_Glennview_RF,70_Glennview_RF_first,3,1.14.2020,first,Glennview,25,cns,yes2,NA,NA,NA,NA,NA,NA,2,gv038,staphylococcus chromogenes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,NA,yes,j,2,c,3,140000,NA,NA,50,20,NA,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,RF,3,third,368,3,2.2,TS,TS_SH,SH,Jersey,70,61_80,15200,n,good,61,mat_conc,NA,NA,NA,NA,NA,kiln_dried,under_cover,y,21,56,2.54,NA,NA,NA,NA,tiestall,y,one,all,n,always,sometimes,sometimes,issue,sometimes_issue,vet,y,occ,2,3,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,staphylococcus chromogenes,1,70_Glennview_RF_first,70_Glennview_RF_first,first,368,3
2802,vonTrapp,alice_vonTrapp,RF,alice_vonTrapp_RF,alice_vonTrapp_RF_first,4,1.6.2020,first,vonTrapp,21,cns,yes2,NA,NA,NA,NA,NA,NA,2,vt021,staphylococcus chromogenes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,NA,yes,j,2,c,3,110000,NA,NA,1,1,NA,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,RF,4,fourth_plus,38,3,2.2,TS,TS_SH,SH,Other,55,44_60,10675,y,good,116,mat_conc,NA,NA,NA,NA,NA,fresh_raw,under_cover,n,7,14,2.5,NA,NA,NA,NA,tiestall,y,one,all,y,always,sometimes,sometimes,always,never,onfarm,n,no,2,3,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,staphylococcus chromogenes,1,alice_vonTrapp_RF_first,alice_vonTrapp_RF_first,first,38,3
2803,StonyPond,alexis_StonyPond,LF,alexis_StonyPond_LF,alexis_StonyPond_LF_first,9,12.12.2019,first,StonyPond,34,cns,yes2,NA,NA,NA,NA,NA,NA,2,sp032,staphylococcus chromogenes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,NA,NA,NA,no,NA,yes,j,3,NA,NA,3003000,NA,NA,tntc,tntc,NA,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,LF,9,fourth_plus,266,3,2,BP,BP_SH,SH,Jersey,70,61_80,12500,n,excellent,3,deep,n,35,219.622692,6.274934057,1.258977374,kiln_dried,under_cover,n,NA,NA,NA,14,20.32,1,0.9,parlor,y,dep_two,all,n,sometimes_temp,always,always,never,never,ref,n,occ,3,NA,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,staphylococcus chromogenes,1,alexis_StonyPond_LF_first,alexis_StonyPond_LF_first,first,266,3
2804,Swallowdale,jewel_Swallowdale,LH,jewel_Swallowdale_LH,jewel_Swallowdale_LH_first,1,12.13.2019,first,Swallowdale,31,cns,yes2,NA,NA,NA,NA,NA,NA,2,sw050,staphylococcus chromogenes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,NA,yes,NA,NA,NA,NA,11000,NA,NA,30,tntc,NA,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,LH,1,first,13,NA,1.4,BP,BP_WF,WC_FI,Other,82,81_105,14574,n,poor_fair,52,deep,n,80,535.12128,6.689016,1.388844039,fresh_raw,outside_uncovered,n,NA,NA,NA,0,NA,0.9,1.5,parlor,y,one,all,n,sometimes_temp,never,never,never,never,never,n,reg,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,staphylococcus chromogenes,1,jewel_Swallowdale_LH_first,jewel_Swallowdale_LH_first,first,13,NA
2805,Swallowdale,denver_Swallowdale,LF,denver_Swallowdale_LF,denver_Swallowdale_LF_first,2,12.13.2019,first,Swallowdale,12,cns,yes27,strep,yes27,NA,NA,NA,NA,27,sw019,staphylococcus chromogenes,NA,sw020,streptococcus uberis,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,NA,yes,NA,NA,NA,NA,153000,NA,NA,NA,NA,yes,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,LF,2,second,62,NA,1.4,BP,BP_WF,WC_FI,Other,82,81_105,14574,n,poor_fair,52,deep,n,80,535.12128,6.689016,1.388844039,fresh_raw,outside_uncovered,n,NA,NA,NA,0,NA,0.9,1.5,parlor,y,one,all,n,sometimes_temp,never,never,never,never,never,n,reg,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,27,2,1,strep; cns,1,denver_Swallowdale_LF_first,denver_Swallowdale_LF_first,first,62,NA
2806,Paddlebridge,likely30_Paddlebridge,LF,likely30_Paddlebridge_LF,likely30_Paddlebridge_LF_first,1,1.17.2020,first,Paddlebridge,17,strep,yes27,cns,yes27,NA,NA,NA,NA,27,pb010,streptococcus dysgalactiae,NA,pb011,staphylococcus chromogenes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,NA,yes,j,2,c,1,500000,NA,NA,NA,NA,yes,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,LF,1,first,138,1,1.7,TS,TS_SH,SH,Holstein,56,44_60,21204,n,good,50,mat_conc,NA,NA,NA,NA,NA,fresh_raw,under_cover,n,14,14,6.35,NA,NA,NA,NA,tiestall,y,one,no_some,y,never,always,sometimes,never,never,vet,n,no,2,1,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,27,2,1,strep; cns,1,likely30_Paddlebridge_LF_first,likely30_Paddlebridge_LF_first,first,138,1
2807,Paddlebridge,likely30_Paddlebridge,LH,likely30_Paddlebridge_LH,likely30_Paddlebridge_LH_first,1,1.17.2020,first,Paddlebridge,17,strep,yes27,cns,yes27,NA,NA,NA,NA,27,pb009,streptococcus uberis,NA,pb008,staphylococcus chromogenes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,NA,yes,j,2,c,1,130000,NA,NA,NA,NA,yes,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,LH,1,first,138,1,1.7,TS,TS_SH,SH,Holstein,56,44_60,21204,n,good,50,mat_conc,NA,NA,NA,NA,NA,fresh_raw,under_cover,n,14,14,6.35,NA,NA,NA,NA,tiestall,y,one,no_some,y,never,always,sometimes,never,never,vet,n,no,2,1,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,27,2,1,strep; cns,1,likely30_Paddlebridge_LH_first,likely30_Paddlebridge_LH_first,first,138,1
2808,Swallowdale,goldie_Swallowdale,LH,goldie_Swallowdale_LH,goldie_Swallowdale_LH_first,1,12.13.2019,first,Swallowdale,15,cns,yes27,strep,yes27,NA,NA,NA,NA,27,sw027,staphylococcus chromogenes,NA,sw028,streptococcus uberis,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,NA,yes,NA,NA,NA,NA,66000,NA,NA,NA,NA,yes,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,LH,1,first,16,NA,1.4,BP,BP_WF,WC_FI,Other,82,81_105,14574,n,poor_fair,52,deep,n,80,535.12128,6.689016,1.388844039,fresh_raw,outside_uncovered,n,NA,NA,NA,0,NA,0.9,1.5,parlor,y,one,all,n,sometimes_temp,never,never,never,never,never,n,reg,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,27,2,1,strep; cns,1,goldie_Swallowdale_LH_first,goldie_Swallowdale_LH_first,first,16,NA
2809,Swallowdale,goldie_Swallowdale,RH,goldie_Swallowdale_RH,goldie_Swallowdale_RH_first,1,12.13.2019,first,Swallowdale,15,cns,yes27,strep,yes27,NA,NA,NA,NA,27,sw031,staphylococcus chromogenes,NA,sw030,streptococcus uberis,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,NA,yes,NA,NA,NA,NA,73000,NA,NA,NA,NA,yes,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,RH,1,first,16,NA,1.4,BP,BP_WF,WC_FI,Other,82,81_105,14574,n,poor_fair,52,deep,n,80,535.12128,6.689016,1.388844039,fresh_raw,outside_uncovered,n,NA,NA,NA,0,NA,0.9,1.5,parlor,y,one,all,n,sometimes_temp,never,never,never,never,never,n,reg,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,27,2,1,strep; cns,1,goldie_Swallowdale_RH_first,goldie_Swallowdale_RH_first,first,16,NA
2810,OughtaBe,karla_OughtaBe,LH,karla_OughtaBe_LH,karla_OughtaBe_LH_first,1,1.3.2020,first,OughtaBe,19,strep,yes27,cns,yes27,NA,NA,NA,NA,27,ob024,streptococcus uberis,NA,ob025,staphylococcus chromogenes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,NA,yes,j,2,c,3,130000,NA,NA,NA,NA,yes,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,LH,1,first,23,3,2.3,TS,TS_SH,SH,Jersey,70,61_80,13500,n,poor_fair,64,mat_conc,NA,NA,NA,NA,NA,fresh_raw,under_cover,n,28,28,2.54,NA,NA,NA,NA,tiestall,y,one,all,n,never,sometimes,sometimes,never,never,ref,n,reg,2,3,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,27,2,1,strep; cns,1,karla_OughtaBe_LH_first,karla_OughtaBe_LH_first,first,23,3
2811,OughtaBe,korny_OughtaBe,LH,korny_OughtaBe_LH,korny_OughtaBe_LH_first,1,1.3.2020,first,OughtaBe,10,cns,yes27,strep,yes27,NA,NA,NA,NA,27,ob009,staphylococcus chromogenes,NA,ob010,streptococcus uberis,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,NA,yes,j,4,c,4,120000,NA,NA,NA,NA,yes,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,LH,1,first,232,4,2.3,TS,TS_SH,SH,Jersey,70,61_80,13500,n,poor_fair,64,mat_conc,NA,NA,NA,NA,NA,fresh_raw,under_cover,n,28,28,2.54,NA,NA,NA,NA,tiestall,y,one,all,n,never,sometimes,sometimes,never,never,ref,n,reg,4,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,27,2,1,strep; cns,1,korny_OughtaBe_LH_first,korny_OughtaBe_LH_first,first,232,4
2812,Butterworks,muffin_Butterworks,LH,muffin_Butterworks_LH,muffin_Butterworks_LH_first,2,1.2.2020,first,Butterworks,4,cns,yes27,corynebac,yes27,NA,NA,NA,NA,27,bw003,staphylococcus chromogenes,NA,bw004,corynebacterium species,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,NA,yes,j,3,c,4,250000,NA,NA,NA,NA,yes,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,LH,2,second,21,4,2,BP,BP_WF,WC_FI,Jersey,44,44_60,11794,y,poor_fair,10,deep,y,44,339.653368,7.7,1.025974026,fresh_raw,NA,y,NA,NA,NA,0,NA,0.7,1.7,tiestall,n,one,all,y,always,sometimes,never,never,never,vet,n,no,3,4,3.5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,2,1,cns; coryne,1,muffin_Butterworks_LH_first,muffin_Butterworks_LH_first,first,21,4
