,,cow_id,quarter,1_date,1_visit,1_farm,1_order,1_path_1,1_path1_imi,1_path_2,1_path2_imi,1_path_3,1_path3_imi,1_path_4,1_path4_imi,1_quarter_code,1_isolate_1,1_path_1_maldi_final_id,1_fix_1,1_isolate_2,1_path_2_maldi_final_id,1_fix_2,1_isolate_3,1_path_3_maldi_final_id,1_fix_3,1_isolate_4,1_path_4_maldi_final_id,1_fix_4,1_clinical,1_blind,1_teatinj,1_pstmilking,1_mixed_inf_series,1_dup_not_collected,1_imi_series,1_hygiene_scorer_1,1_hygiene_1,1_hygiene_scorer_2,1_hygiene_2,1_cc_1,1_cc_2,1_cc_3,1_scc,1_contam,1_contam_comment,1_dup_a_cfu_count,1_dup_b_cfu_count,1_more_than_2_org_present,2_date,2_visit,2_farm,2_order,2_path_1,2_path1_imi,2_path_2,2_path2_imi,2_path_3,2_path3_imi,2_path_4,2_path4_imi,2_quarter_code,2_isolate_1,2_path_1_maldi_final_id,2_fix_1,2_isolate_2,2_path_2_maldi_final_id,2_fix_2,2_isolate_3,2_path_3_maldi_final_id,2_fix_3,2_isolate_4,2_path_4_maldi_final_id,2_fix_4,2_clinical,2_blind,2_teatinj,2_pstmilking,2_mixed_inf_series,2_dup_not_collected,2_imi_series,2_hygiene_scorer_1,2_hygiene_1,2_hygiene_scorer_2,2_hygiene_2,2_cc_1,2_cc_2,2_cc_3,2_scc,2_contam,2_contam_comment,2_dup_a_cfu_count,2_dup_b_cfu_count,2_more_than_2_org_present
1078,C1078,pledge_Swallowdale,LH,2.28.2020,third,Swallowdale,11,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,2000,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1079,C1079,pledge_Swallowdale,RF,2.28.2020,third,Swallowdale,11,cns,yes2,,,,,,,2,sw103,staphylococcus chromogenes,,,,,,,,,,,,,,,no,,yes,NA,NA,NA,NA,NA,NA,NA,440000,,,30,30,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1080,C1080,pledge_Swallowdale,RH,2.28.2020,third,Swallowdale,11,cns,yes2,,,,,,,2,sw102,staphylococcus chromogenes,,,,,,,,,,,,,,,no,,yes,NA,NA,NA,NA,NA,NA,NA,180000,,,13,7,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1081,C1081,pomme_Butterworks,LF,3.3.2020,third,Butterworks,4,cns,yes2,,,,,,,2,bw120,staphylococcus chromogenes,,,,,,,,,,,,,,,no,,yes,n,2,c,2,NA,NA,NA,9000,,,4,14,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1082,C1082,pomme_Butterworks,LH,3.3.2020,third,Butterworks,4,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,n,2,c,2,NA,NA,NA,0,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1083,C1083,pomme_Butterworks,RF,3.3.2020,third,Butterworks,4,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,n,2,c,2,NA,NA,NA,2000,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1084,C1084,pomme_Butterworks,RH,3.3.2020,third,Butterworks,4,cns,yes2,,,,,,,2,bw121,staphylococcus haemolyticus,,,,,,,,,,,,,,,no,,yes,n,2,c,2,NA,NA,NA,60000,,,12,14,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1085,C1085,quantum_Swallowdale,LF,2.28.2020,third,Swallowdale,3,cns,yes2,,,,,,,2,sw093,staphylococcus chromogenes,,,,,,,,,,,,,,yes,no,,yes,NA,NA,NA,NA,NA,NA,NA,480000,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1086,C1086,quantum_Swallowdale,LH,2.28.2020,third,Swallowdale,3,,,,,,,,,5,,,,,,,,,,,,,,,,yes,,,,NA,NA,NA,NA,NA,NA,NA,96000,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1087,C1087,quantum_Swallowdale,RF,2.28.2020,third,Swallowdale,3,,,,,,,,,3,,,,,,,,,,,,,,,,yes,,,,NA,NA,NA,NA,NA,NA,NA,150000,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1088,C1088,quantum_Swallowdale,RH,2.28.2020,third,Swallowdale,3,,,,,,,,,3,,,,,,,,,,,,,,,,yes,,,,NA,NA,NA,NA,NA,NA,NA,140000,,,25,32,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1089,C1089,rabbit_OughtaBe,LF,3.12.2020,third,OughtaBe,1,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,j,1,c,1,NA,NA,NA,0,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1090,C1090,rabbit_OughtaBe,LH,3.12.2020,third,OughtaBe,1,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,j,1,c,1,NA,NA,NA,16000,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1091,C1091,rabbit_OughtaBe,RF,3.12.2020,third,OughtaBe,1,cns,yes2,,,,,,,2,ob110,staphylococcus warneri,,,,,,,,,,,,,,,no,,yes,j,1,c,1,NA,NA,NA,28000,,,30,19,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1092,C1092,rabbit_OughtaBe,RH,3.12.2020,third,OughtaBe,1,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,j,1,c,1,NA,NA,NA,0,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1093,C1093,racer_OughtaBe,LF,3.12.2020,third,OughtaBe,13,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,j,2,c,2,NA,NA,NA,24000,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1094,C1094,racer_OughtaBe,LH,3.12.2020,third,OughtaBe,13,cns,yes2,,,,,,,2,ob129,staphylococcus haemolyticus,,,,,,,,,,,,,,,no,,yes,j,2,c,2,NA,NA,NA,250000,,,1,3,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1095,C1095,racer_OughtaBe,RF,3.12.2020,third,OughtaBe,13,cns,yes2,,,,,,,2,ob130,staphylococcus chromogenes,,,,,,,,,,,,,,,no,,yes,j,2,c,2,NA,NA,NA,40000,,,11,17,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1096,C1096,racer_OughtaBe,RH,3.12.2020,third,OughtaBe,13,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,j,2,c,2,NA,NA,NA,5000,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1097,C1097,rhubarb_Butterworks,LF,3.3.2020,third,Butterworks,11,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,n,4,c,3,NA,NA,NA,3000,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1098,C1098,rhubarb_Butterworks,LH,3.3.2020,third,Butterworks,11,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,n,4,c,3,NA,NA,NA,4000,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1099,C1099,rhubarb_Butterworks,RF,3.3.2020,third,Butterworks,11,cns,yes2,,,,,,,2,bw127,staphylococcus chromogenes,,,,,,,,,,,,,,,no,,yes,n,4,c,3,NA,NA,NA,15000,,,50,30,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1100,C1100,rhubarb_Butterworks,RH,3.3.2020,third,Butterworks,11,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,n,4,c,3,NA,NA,NA,2000,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1101,C1101,rock7_Swallowdale,LF,2.28.2020,third,Swallowdale,28,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,6000,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1102,C1102,rock7_Swallowdale,LH,2.28.2020,third,Swallowdale,28,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,3000,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1103,C1103,rock7_Swallowdale,RF,2.28.2020,third,Swallowdale,28,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,5000,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1104,C1104,rock7_Swallowdale,RH,2.28.2020,third,Swallowdale,28,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,3000,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1105,C1105,ruger_OughtaBe,LF,3.12.2020,third,OughtaBe,9,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,j,4,c,3,NA,NA,NA,92000,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1106,C1106,ruger_OughtaBe,LH,3.12.2020,third,OughtaBe,9,strep,yes2,,,,,,,2,ob123,streptococcus dysgalactiae,,,,,,,,,,,,,,,no,,yes,j,4,c,3,NA,NA,NA,310000,,,7,30,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1107,C1107,ruger_OughtaBe,RF,3.12.2020,third,OughtaBe,9,cns,yes2,,,,,,,2,ob124,staphylococcus chromogenes,,,,,,,,,,,,,,,no,,yes,j,4,c,3,NA,NA,NA,3000,,,tntc,tntc,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1108,C1108,ruger_OughtaBe,RH,3.12.2020,third,OughtaBe,9,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,j,4,c,3,NA,NA,NA,8000,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1109,C1109,saige313_Paddlebridge,LF,3.20.2020,third,Paddlebridge,33,cns,yes2,,,,,,,2,pb098,staphylococcus warneri,,,,,,,,,,,,,,,no,,yes,j,1,c,1,NA,NA,NA,320000,,,50,50,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1110,C1110,saige313_Paddlebridge,LH,3.20.2020,third,Paddlebridge,33,corynebac,yes2,,,,,,,2,pb097,corynebacterium callunae,,,,,,,,,,,,,,,no,,yes,j,1,c,1,NA,NA,NA,28000,,,2,2,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1111,C1111,saige313_Paddlebridge,RF,3.20.2020,third,Paddlebridge,33,,,,,,,,,16,,,,,,,,,,,,,,yes,,,,,,j,1,c,1,NA,NA,NA,NA,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1112,C1112,saige313_Paddlebridge,RH,3.20.2020,third,Paddlebridge,33,cns,yes2,,,,,,,2,pb099,staphylococcus warneri,,,,,,,,,,,,,,,no,,yes,j,1,c,1,NA,NA,NA,250000,,,tntc,tntc,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1113,C1113,sam19_Paddlebridge,LF,3.20.2020,third,Paddlebridge,19,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,j,2,c,2,NA,NA,NA,0,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1114,C1114,sam19_Paddlebridge,LH,3.20.2020,third,Paddlebridge,19,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,j,2,c,2,NA,NA,NA,2000,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1115,C1115,sam19_Paddlebridge,RF,3.20.2020,third,Paddlebridge,19,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,j,2,c,2,NA,NA,NA,3000,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1116,C1116,sam19_Paddlebridge,RH,3.20.2020,third,Paddlebridge,19,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,j,2,c,2,NA,NA,NA,7000,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1117,C1117,sapphire338_Paddlebridge,LF,3.20.2020,third,Paddlebridge,21,,,,,,,,,13,,,,,,,,,,,,,,,,,,,,j,4,c,4,NA,NA,NA,58000,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1118,C1118,sapphire338_Paddlebridge,LH,3.20.2020,third,Paddlebridge,21,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,j,4,c,4,NA,NA,NA,560000,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1119,C1119,sapphire338_Paddlebridge,RF,3.20.2020,third,Paddlebridge,21,,,,,,,,,7,,,,,,,,,,,,,,,,,,,,j,4,c,4,NA,NA,NA,6000,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1120,C1120,sapphire338_Paddlebridge,RH,3.20.2020,third,Paddlebridge,21,cns,yes2,,,,,,,2,pb076,staphylococcus chromogenes,,,,,,,,,,,,,,,no,,yes,j,4,c,4,NA,NA,NA,140000,,,tntc,tntc,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1121,C1121,scrapie278_Paddlebridge,LF,3.20.2020,third,Paddlebridge,32,,,,,,,,,10,,,,,,,,,,,,,,,,,,,,j,1,c,1,NA,NA,NA,10000,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1122,C1122,scrapie278_Paddlebridge,LH,3.20.2020,third,Paddlebridge,32,,,,,,,,,10,,,,,,,,,,,,,,,,,,,,j,1,c,1,NA,NA,NA,9000,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1123,C1123,scrapie278_Paddlebridge,RF,3.20.2020,third,Paddlebridge,32,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,j,1,c,1,NA,NA,NA,1100000,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1124,C1124,scrapie278_Paddlebridge,RH,3.20.2020,third,Paddlebridge,32,cns,yes2,,,,,,,2,pb096,staphylococcus capitis,,,,,,,,,,,,,,,no,,yes,j,1,c,1,NA,NA,NA,86000,,,7,6,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1125,C1125,seraphina_vonTrapp,LF,3.10.2020,third,vonTrapp,32,,,,,,,,,8,,,,,,,,,,,,,,,,,,,,j,1,c,2,NA,NA,NA,11000,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1126,C1126,seraphina_vonTrapp,LH,3.10.2020,third,vonTrapp,32,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,j,1,c,2,NA,NA,NA,29000,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1127,C1127,seraphina_vonTrapp,RF,3.10.2020,third,vonTrapp,32,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,j,1,c,2,NA,NA,NA,7000,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1128,C1128,seraphina_vonTrapp,RH,3.10.2020,third,vonTrapp,32,,,,,,,,,8,,,,,,,,,,,,,,,,,,,,j,1,c,2,NA,NA,NA,7000,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1129,C1129,shania291_Paddlebridge,LF,3.20.2020,third,Paddlebridge,26,sa,yes1,,,,,,,1,pb089,staphylococcus aureus,,,,,,,,,,,,,,,no,,yes,j,1,c,1,NA,NA,NA,3200000,,,1,2,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1130,C1130,shania291_Paddlebridge,LH,3.20.2020,third,Paddlebridge,26,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,j,1,c,1,NA,NA,NA,20000,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1131,C1131,shania291_Paddlebridge,RF,3.20.2020,third,Paddlebridge,26,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,j,1,c,1,NA,NA,NA,14000,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1132,C1132,shania291_Paddlebridge,RH,3.20.2020,third,Paddlebridge,26,,,,,,,,,7,,,,,,,,,,,,,,,,,,,,j,1,c,1,NA,NA,NA,110000,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
